"","Date","Temp.moy","Precip.tot"
"826",2008-04-05,3.4,2.2
"827",2008-04-06,5.4,0
"828",2008-04-07,7.5,0
"829",2008-04-08,8.8,0
"830",2008-04-09,13.4,0
"831",2008-04-10,5.6,0
"832",2008-04-11,0.7,1.2
"833",2008-04-12,2.7,21.3
"834",2008-04-13,1.6,2.3
"835",2008-04-14,2.7,0
"836",2008-04-15,2.9,0
"837",2008-04-16,8.3,0
"838",2008-04-17,15.7,0
"839",2008-04-18,12.6,0
"840",2008-04-19,15.7,0
"841",2008-04-20,18.4,0
"842",2008-04-21,16.7,0
"843",2008-04-22,17.2,0
"844",2008-04-23,17.1,1.8
"845",2008-04-24,10.6,0
"846",2008-04-25,10.3,0
"847",2008-04-26,15.4,1.2
"848",2008-04-27,15.5,0
"849",2008-04-28,9.8,12.8
"850",2008-04-29,4,13.8
"851",2008-04-30,3.5,0
"852",2008-05-01,5.1,0.2
"853",2008-05-02,8.7,0
"854",2008-05-03,8.9,1
"855",2008-05-04,10.2,6
"856",2008-05-05,10,0
"857",2008-05-06,11.5,0
"858",2008-05-07,9.3,6.2
"859",2008-05-08,12.3,2.6
"860",2008-05-09,9.1,0
"861",2008-05-10,11,0
"862",2008-05-11,11.5,0
"863",2008-05-12,12,0
"864",2008-05-13,13,0
"865",2008-05-14,14.4,0
"866",2008-05-15,12.6,1.8
"867",2008-05-16,10.2,0
"868",2008-05-17,11.2,1.6
"869",2008-05-18,12.9,11.2
"870",2008-05-19,6.3,37
"871",2008-05-20,10.8,0.6
"872",2008-05-21,10.4,1.2
"873",2008-05-22,9.5,0
"874",2008-05-23,10.9,7
"875",2008-05-24,12.8,0
"876",2008-05-25,12.1,0
"877",2008-05-26,15.1,3.2
"878",2008-05-27,12.3,0.2
"879",2008-05-28,8.6,0
"880",2008-05-29,14.8,0
"881",2008-05-30,12.6,1
"882",2008-05-31,17,36.6
"883",2008-06-01,14.9,7.6
"884",2008-06-02,16.4,3.6
"885",2008-06-03,13.9,5.8
"886",2008-06-04,14.5,17.8
"887",2008-06-05,16.1,0.4
"888",2008-06-06,17.1,2.2
"889",2008-06-07,23.9,0
"890",2008-06-08,24.8,41
"891",2008-06-09,NA,NA
"892",2008-06-10,25.7,31
"893",2008-06-11,18.8,0.2
"894",2008-06-12,14.5,0
"895",2008-06-13,17.9,0
"896",2008-06-14,23.4,4.2
"897",2008-06-15,20.8,0
"898",2008-06-16,19.9,5.4
"899",2008-06-17,16.1,1.2
"900",2008-06-18,14.7,0.4
"901",2008-06-19,14.5,10
"902",2008-06-20,14.2,2.2
"903",2008-06-21,17.7,0
"904",2008-06-22,18.7,0
"905",2008-06-23,17.7,14
"906",2008-06-24,16.9,0
"907",2008-06-25,17.9,0
"908",2008-06-26,21.1,0
"909",2008-06-27,21.8,0
"910",2008-06-28,21,0
"911",2008-06-29,22.6,21.8
"912",2008-06-30,21,0
"913",2008-07-01,19,0
"914",2008-07-02,19,0
"915",2008-07-03,16.6,4.6
"916",2008-07-04,16.5,0.2
"917",2008-07-05,18.2,0
"918",2008-07-06,20,0
"919",2008-07-07,22.9,0
"920",2008-07-08,23.6,0
"921",2008-07-09,23.4,11.2
"922",2008-07-10,16.9,0.2
"923",2008-07-11,17.2,0
"924",2008-07-12,19.8,0
"925",2008-07-13,21.9,15.8
"926",2008-07-14,20.4,0.2
"927",2008-07-15,18.5,0
"928",2008-07-16,20.8,0
"929",2008-07-17,21.2,0
"930",2008-07-18,21.1,24.4
"931",2008-07-19,22.3,3
"932",2008-07-20,19.3,7.6
"933",2008-07-21,19.7,2
"934",2008-07-22,20.1,13
"935",2008-07-23,20.7,9.8
"936",2008-07-24,19,2.8
"937",2008-07-25,21.5,0
"938",2008-07-26,22.6,16
"939",2008-07-27,21.1,3.2
"940",2008-07-28,20.6,3.6
"941",2008-07-29,19.4,0.2
"942",2008-07-30,19.6,0
"943",2008-07-31,22.5,5.2
"944",2008-08-01,21.3,4.6
"945",2008-08-02,21,NA
"946",2008-08-03,18.8,13.2
"947",2008-08-04,18.6,0
"948",2008-08-05,19.5,0
"949",2008-08-06,19.7,19.4
"950",2008-08-07,19.1,0.2
"951",2008-08-08,18.4,9.6
"952",2008-08-09,17.1,0.6
"953",2008-08-10,18.3,1.6
"954",2008-08-11,17.7,2.2
"955",2008-08-12,18,0.4
"956",2008-08-13,17,1.4
"957",2008-08-14,17.1,0
"958",2008-08-15,17.9,0
"959",2008-08-16,17.9,0
"960",2008-08-17,19,0
"961",2008-08-18,21.1,17
"962",2008-08-19,13.2,5.8
"963",2008-08-20,13.5,0
"964",2008-08-21,16.8,0
"965",2008-08-22,20.1,0
"966",2008-08-23,23.1,0
"967",2008-08-24,22.4,5
"968",2008-08-25,15.5,0
"969",2008-08-26,13.1,0
"970",2008-08-27,15.4,0
"971",2008-08-28,18.9,0
"972",2008-08-29,20.3,0
"973",2008-08-30,20.7,0.2
"974",2008-08-31,17.2,0
"975",2008-09-01,16.7,0
"976",2008-09-02,19.9,0
"977",2008-09-03,21.2,0
"978",2008-09-04,20.8,0
"979",2008-09-05,24.6,0
"980",2008-09-06,20,3.2
"981",2008-09-07,14.8,0.2
"982",2008-09-08,17.5,0.8
"983",2008-09-09,13.5,25.2
"984",2008-09-10,11.2,0.2
"985",2008-09-11,11.7,0
"986",2008-09-12,14.6,5.4
"987",2008-09-13,19,0.2
"988",2008-09-14,22.7,8
"989",2008-09-15,18.6,3.4
"990",2008-09-16,11.6,0
"991",2008-09-17,14,2
"992",2008-09-18,7.7,0.2
"993",2008-09-19,9.6,0
"994",2008-09-20,14.9,0
"995",2008-09-21,10.2,0.4
"996",2008-09-22,7.9,0
"997",2008-09-23,8.4,0
"998",2008-09-24,15.8,0
"999",2008-09-25,17.2,0
"1000",2008-09-26,14.9,8.4
"1001",2008-09-27,18.3,0.2
"1002",2008-09-28,17,1.2
"1003",2008-09-29,12.4,0.4
"1004",2008-09-30,15.5,0.8
"1005",2008-10-01,12.8,11.2
"1006",2008-10-02,8.1,3.2
"1007",2008-10-03,9.1,0
"1008",2008-10-04,7,0
"1009",2008-10-05,6,0
"1010",2008-10-06,5.1,0
"1011",2008-10-07,5.6,0.2
"1012",2008-10-08,9,5.2
"1013",2008-10-09,14.8,4.8
"1014",2008-10-10,10.5,0
"1015",2008-10-11,9.9,0
"1016",2008-10-12,9.7,0
"1017",2008-10-13,13.1,0
"1018",2008-10-14,14.6,0
"1019",2008-10-15,8.3,0
"1020",2008-10-16,10.3,5.2
"1021",2008-10-17,4.9,0
"1022",2008-10-18,2.8,0
"1023",2008-10-19,3.3,0
"1024",2008-10-20,3.6,0
"1025",2008-10-21,5,11
"1026",2008-10-22,1.4,1.8
"1027",2008-10-23,1.3,0.2
"1028",2008-10-24,5.5,0
"1029",2008-10-25,11.8,27.2
"1030",2008-10-26,10.7,0.2
"1031",2008-10-27,9.9,2.2
"1032",2008-10-28,3.4,20.2
"1033",2008-10-29,-0.5,0
"1034",2008-10-30,-1,2
"1035",2008-10-31,5.1,5.8
"1036",2008-11-01,1.1,0
"1037",2008-11-02,-1,0
"1038",2008-11-03,6.1,0
"1039",2008-11-04,13.3,0
"1040",2008-11-05,14,0
"1041",2008-11-06,12.5,0
"1042",2008-11-07,12.6,1
"1043",2008-11-08,11.9,7
"1044",2008-11-09,7.4,1
"1045",2008-11-10,3.7,6.6
"1046",2008-11-11,1.2,0
"1047",2008-11-12,0.7,0
"1048",2008-11-13,3.1,2
"1049",2008-11-14,10.3,0
"1050",2008-11-15,14.3,11.2
"1051",2008-11-16,8,2.2
"1052",2008-11-17,-1.2,0
"1053",2008-11-18,-4.8,0
"1054",2008-11-19,-8.5,0
"1055",2008-11-20,-8,1
"1056",2008-11-21,-6.9,0
"1057",2008-11-22,-7.4,1
"1058",2008-11-23,-7.4,0
"1059",2008-11-24,-2.2,1
"1060",2008-11-25,3.4,2.6
"1061",2008-11-26,3.2,1
"1062",2008-11-27,1.5,1.2
"1063",2008-11-28,1.9,1.2
"1064",2008-11-29,-1.7,0
"1065",2008-11-30,0.1,5.4
"1066",2008-12-01,5.7,2.4
"1067",2008-12-02,1.5,0
"1068",2008-12-03,2.1,0
"1069",2008-12-04,0.5,3.2
"1070",2008-12-05,-5.2,0
"1071",2008-12-06,-3.8,0
"1072",2008-12-07,-9.3,2
"1073",2008-12-08,-17.5,0
"1074",2008-12-09,-3.6,8.6
"1075",2008-12-10,0.2,10.6
"1076",2008-12-11,-10.9,2.4
"1077",2008-12-12,-9.1,13.3
"1078",2008-12-13,-14.9,0
"1079",2008-12-14,-4.1,3.4
"1080",2008-12-15,5.8,2.2
"1081",2008-12-16,-3.4,0
"1082",2008-12-17,-4.5,13.4
"1083",2008-12-18,-4.7,1
"1084",2008-12-19,-11.2,3
"1085",2008-12-20,-17.9,2.2
"1086",2008-12-21,-15.4,12.5
"1087",2008-12-22,-15.1,1
"1088",2008-12-23,-13,0
"1089",2008-12-24,1.2,8.1
"1090",2008-12-25,-3.8,0
"1091",2008-12-26,-8.8,0
"1092",2008-12-27,4.4,6.9
"1093",2008-12-28,8.3,0
"1094",2008-12-29,0.7,0
"1095",2008-12-30,-8.2,4.6
"1096",2008-12-31,-17.5,0
"1097",2009-01-01,-18.6,0
"1098",2009-01-02,-13.5,1
"1099",2009-01-03,-10.6,1
"1100",2009-01-04,-10.5,0
"1101",2009-01-05,-5.4,1.3
"1102",2009-01-06,-7.4,0
"1103",2009-01-07,-3.1,12.8
"1104",2009-01-08,-7.1,6.1
"1105",2009-01-09,-15.4,0
"1106",2009-01-10,-17,0
"1107",2009-01-11,-15.6,1.2
"1108",2009-01-12,-12.1,0
"1109",2009-01-13,-6.5,1
"1110",2009-01-14,-19,0
"1111",2009-01-15,-25,0
"1112",2009-01-16,-25.1,0
"1113",2009-01-17,-18.9,0
"1114",2009-01-18,-7.7,2.8
"1115",2009-01-19,-10.7,2.4
"1116",2009-01-20,-13,0
"1117",2009-01-21,-13.5,0
"1118",2009-01-22,-5,4.2
"1119",2009-01-23,-3.4,1
"1120",2009-01-24,-15.9,0
"1121",2009-01-25,-16,1.4
"1122",2009-01-26,-18.3,0
"1123",2009-01-27,-14.7,0
"1124",2009-01-28,-11.7,19.1
"1125",2009-01-29,-7.9,0
"1126",2009-01-30,-3.7,5.4
"1127",2009-01-31,-14.7,1.2
"1128",2009-02-01,-6.2,1
"1129",2009-02-02,-3.5,0
"1130",2009-02-03,-11.4,0
"1131",2009-02-04,-16.4,0
"1132",2009-02-05,-19.7,0
"1133",2009-02-06,-13.8,0
"1134",2009-02-07,-1.5,0
"1135",2009-02-08,-2.5,3
"1136",2009-02-09,-11.2,0
"1137",2009-02-10,-4.9,0
"1138",2009-02-11,7.6,1.6
"1139",2009-02-12,0.9,33.2
"1140",2009-02-13,-8.9,0
"1141",2009-02-14,-8.3,0
"1142",2009-02-15,-8,0
"1143",2009-02-16,-6.6,0
"1144",2009-02-17,-5.5,0
"1145",2009-02-18,-2.2,4
"1146",2009-02-19,-2.3,2.8
"1147",2009-02-20,-9.1,4.4
"1148",2009-02-21,-6.6,0
"1149",2009-02-22,-2.3,13.2
"1150",2009-02-23,-7.5,8.6
"1151",2009-02-24,-13.5,0
"1152",2009-02-25,-9.3,0
"1153",2009-02-26,1.9,2.4
"1154",2009-02-27,2.6,5.8
"1155",2009-02-28,-13.3,0
"1156",2009-03-01,-14,0
"1157",2009-03-02,-11.8,2.4
"1158",2009-03-03,-14.7,0
"1159",2009-03-04,-14.2,0
"1160",2009-03-05,-9.7,0
"1161",2009-03-06,4.9,5
"1162",2009-03-07,4.9,5
"1163",2009-03-08,1.4,1
"1164",2009-03-09,-0.7,2.8
"1165",2009-03-10,0.7,0
"1166",2009-03-11,2,12.1
"1167",2009-03-12,-10.2,0
"1168",2009-03-13,-8.7,0
"1169",2009-03-14,-1.3,0
"1170",2009-03-15,2.5,0
"1171",2009-03-16,1.8,0
"1172",2009-03-17,4.7,0
"1173",2009-03-18,9.3,0
"1174",2009-03-19,1.2,0
"1175",2009-03-20,-5.4,0
"1176",2009-03-21,-2.7,0
"1177",2009-03-22,-3.3,1.2
"1178",2009-03-23,-7.9,0
"1179",2009-03-24,-3.9,0
"1180",2009-03-25,2.3,1
"1181",2009-03-26,6.6,5.4
"1182",2009-03-27,4.2,2
"1183",2009-03-28,8.4,0
"1184",2009-03-29,8.7,7
"1185",2009-03-30,3.2,8.6
"1186",2009-03-31,1.5,0
"1187",2009-04-01,5.6,0
"1188",2009-04-02,10.9,1
"1189",2009-04-03,13.1,6.2
"1190",2009-04-04,5.7,16.5
"1191",2009-04-05,2.1,12.1
"1192",2009-04-06,3.8,11.8
"1193",2009-04-07,1.4,7.2
"1194",2009-04-08,0.8,1
"1195",2009-04-09,3.9,0
"1196",2009-04-10,3,0
"1197",2009-04-11,1.9,0
"1198",2009-04-12,-0.9,0
"1199",2009-04-13,2.2,0
"1200",2009-04-14,3,0
"1201",2009-04-15,6.1,0
"1202",2009-04-16,5.5,0
"1203",2009-04-17,7.3,0
"1204",2009-04-18,6.5,1.6
"1205",2009-04-19,4.6,0
"1206",2009-04-20,9.4,1
"1207",2009-04-21,8.8,1
"1208",2009-04-22,9.6,2.6
"1209",2009-04-23,6.6,1
"1210",2009-04-24,9.3,0
"1211",2009-04-25,21.3,0
"1212",2009-04-26,13.6,0
"1213",2009-04-27,19.7,0
"1214",2009-04-28,13.7,7
"1215",2009-04-29,6.1,0
"1216",2009-04-30,10.3,2.7
"1217",2009-05-01,15.4,10.4
"1218",2009-05-02,9.2,0.2
"1219",2009-05-03,13.4,0
"1220",2009-05-04,12,0
"1221",2009-05-05,13.3,0
"1222",2009-05-06,12.1,2.6
"1223",2009-05-07,12.1,14.2
"1224",2009-05-08,15.5,8.2
"1225",2009-05-09,15.2,25.6
"1226",2009-05-10,8.3,7.6
"1227",2009-05-11,7.7,0.2
"1228",2009-05-12,8.9,0
"1229",2009-05-13,10.6,0
"1230",2009-05-14,15.3,2.2
"1231",2009-05-15,12.5,0
"1232",2009-05-16,13.5,19.8
"1233",2009-05-17,10.9,1.2
"1234",2009-05-18,6.9,0
"1235",2009-05-19,10.1,0
"1236",2009-05-20,15.4,0.4
"1237",2009-05-21,23.7,0
"1238",2009-05-22,14.4,0
"1239",2009-05-23,12.1,0
"1240",2009-05-24,14.9,0.2
"1241",2009-05-25,8.6,0
"1242",2009-05-26,8.2,0
"1243",2009-05-27,11.1,7.2
"1244",2009-05-28,12.7,5.4
"1245",2009-05-29,14.9,9.4
"1246",2009-05-30,13,2.2
"1247",2009-05-31,10.1,3.2
"1248",2009-06-01,9.6,2.8
"1249",2009-06-02,11.7,0
"1250",2009-06-03,12.5,0
"1251",2009-06-04,11.5,0
"1252",2009-06-05,13.1,0
"1253",2009-06-06,17,0
"1254",2009-06-07,12.9,0
"1255",2009-06-08,11.5,0
"1256",2009-06-09,14,14
"1257",2009-06-10,16.1,2.8
"1258",2009-06-11,17.9,2.4
"1259",2009-06-12,17.6,5.4
"1260",2009-06-13,17.1,4.4
"1261",2009-06-14,18.3,0
"1262",2009-06-15,16.3,2.4
"1263",2009-06-16,18,0.2
"1264",2009-06-17,19.2,0
"1265",2009-06-18,16,5.8
"1266",2009-06-19,16.9,0.2
"1267",2009-06-20,18.3,0.2
"1268",2009-06-21,19.9,3.6
"1269",2009-06-22,17.2,0
"1270",2009-06-23,18.8,0
"1271",2009-06-24,22.9,0
"1272",2009-06-25,24.2,1.2
"1273",2009-06-26,21.8,11
"1274",2009-06-27,18.3,1.2
"1275",2009-06-28,19,0.2
"1276",2009-06-29,17.8,38.4
"1277",2009-06-30,21.4,2.6
"1278",2009-07-01,20.7,0
"1279",2009-07-02,19.6,1.2
"1280",2009-07-03,19.7,11.2
"1281",2009-07-04,16.7,2.4
"1282",2009-07-05,17.3,0
"1283",2009-07-06,16.4,4
"1284",2009-07-07,16.3,NA
"1285",2009-07-08,14.7,7.8
"1286",2009-07-09,16.5,0.2
"1287",2009-07-10,18.5,0
"1288",2009-07-11,21.2,13.2
"1289",2009-07-12,16.8,0.4
"1290",2009-07-13,15.1,0.8
"1291",2009-07-14,14.7,1.4
"1292",2009-07-15,16.2,0
"1293",2009-07-16,19.9,1.8
"1294",2009-07-17,19.9,0.8
"1295",2009-07-18,20.1,10
"1296",2009-07-19,18.1,0
"1297",2009-07-20,19.4,0
"1298",2009-07-21,19.9,5.8
"1299",2009-07-22,18.1,0.4
"1300",2009-07-23,20.2,0.2
"1301",2009-07-24,20.4,0.6
"1302",2009-07-25,20.3,0.6
"1303",2009-07-26,23,34.8
"1304",2009-07-27,22.8,0.2
"1305",2009-07-28,22.9,0
"1306",2009-07-29,24.9,3.2
"1307",2009-07-30,20.7,3
"1308",2009-07-31,18,5
"1309",2009-08-01,21.7,0
"1310",2009-08-02,21.7,20
"1311",2009-08-03,19.6,0
"1312",2009-08-04,22.5,4.2
"1313",2009-08-05,18.7,3.8
"1314",2009-08-06,17.6,3.6
"1315",2009-08-07,14.8,0.2
"1316",2009-08-08,14.6,0
"1317",2009-08-09,18.6,0
"1318",2009-08-10,23.3,9
"1319",2009-08-11,21.5,10.4
"1320",2009-08-12,21.8,0
"1321",2009-08-13,21.7,0
"1322",2009-08-14,22.9,0
"1323",2009-08-15,22.7,0
"1324",2009-08-16,23.5,0
"1325",2009-08-17,24.3,0
"1326",2009-08-18,25.7,19
"1327",2009-08-19,19.4,0.2
"1328",2009-08-20,18.9,0
"1329",2009-08-21,25.4,0.2
"1330",2009-08-22,23.7,0
"1331",2009-08-23,21.9,0
"1332",2009-08-24,19.2,0.8
"1333",2009-08-25,19.1,0
"1334",2009-08-26,16.4,1
"1335",2009-08-27,11.7,0
"1336",2009-08-28,12,0
"1337",2009-08-29,14.8,12
"1338",2009-08-30,18.1,5.8
"1339",2009-08-31,13,0.2
"1340",2009-09-01,13.4,0
"1341",2009-09-02,16.4,0
"1342",2009-09-03,18,0
"1343",2009-09-04,17.7,0
"1344",2009-09-05,13.6,0
"1345",2009-09-06,13,0
"1346",2009-09-07,16.6,0
"1347",2009-09-08,17.4,0
"1348",2009-09-09,15.4,0
"1349",2009-09-10,16.6,0
"1350",2009-09-11,15.7,0
"1351",2009-09-12,16.4,0
"1352",2009-09-13,15.3,4
"1353",2009-09-14,13.5,1.4
"1354",2009-09-15,13.4,0.2
"1355",2009-09-16,12.9,0
"1356",2009-09-17,13.1,0
"1357",2009-09-18,11.4,8.2
"1358",2009-09-19,8.6,0
"1359",2009-09-20,11,0
"1360",2009-09-21,14.8,0
"1361",2009-09-22,18.6,0.6
"1362",2009-09-23,18.6,15.6
"1363",2009-09-24,13.5,0.4
"1364",2009-09-25,7.8,0.2
"1365",2009-09-26,9.4,0
"1366",2009-09-27,13,35
"1367",2009-09-28,15.6,8.8
"1368",2009-09-29,13.1,5.6
"1369",2009-09-30,7.7,1.2
"1370",2009-10-01,5.6,1
"1371",2009-10-02,8.5,1.6
"1372",2009-10-03,13.1,1.8
"1373",2009-10-04,12.4,1.8
"1374",2009-10-05,12.1,6
"1375",2009-10-06,11.3,0.2
"1376",2009-10-07,11.8,21.6
"1377",2009-10-08,8.9,0
"1378",2009-10-09,10.9,3.4
"1379",2009-10-10,6,2
"1380",2009-10-11,6.1,0.4
"1381",2009-10-12,4.4,0.8
"1382",2009-10-13,2.7,7.4
"1383",2009-10-14,1.1,0
"1384",2009-10-15,0.1,0
"1385",2009-10-16,1.8,0.2
"1386",2009-10-17,1.9,0
"1387",2009-10-18,2.2,0
"1388",2009-10-19,2.1,0
"1389",2009-10-20,9.6,0
"1390",2009-10-21,7,2.4
"1391",2009-10-22,4.6,9.6
"1392",2009-10-23,2.8,8.4
"1393",2009-10-24,8.6,23.4
"1394",2009-10-25,6.7,0.2
"1395",2009-10-26,2,0
"1396",2009-10-27,7.9,0
"1397",2009-10-28,7.8,1.8
"1398",2009-10-29,5.8,0
"1399",2009-10-30,10.4,2.4
"1400",2009-10-31,14.1,6.6
"1401",2009-11-01,5.2,0
"1402",2009-11-02,4.6,0
"1403",2009-11-03,5,0
"1404",2009-11-04,0.6,0
"1405",2009-11-05,1.4,0
"1406",2009-11-06,0.7,0
"1407",2009-11-07,2.7,0
"1408",2009-11-08,8,0
"1409",2009-11-09,9.6,0
"1410",2009-11-10,8.4,0
"1411",2009-11-11,2.9,0
"1412",2009-11-12,1.9,0
"1413",2009-11-13,4,0
"1414",2009-11-14,5.6,28.3
"1415",2009-11-15,11.5,2.2
"1416",2009-11-16,3.9,0
"1417",2009-11-17,-0.1,0
"1418",2009-11-18,2.8,0
"1419",2009-11-19,5.3,0
"1420",2009-11-20,9.2,24.6
"1421",2009-11-21,6.2,0
"1422",2009-11-22,2.3,0
"1423",2009-11-23,3.5,0
"1424",2009-11-24,6.9,0
"1425",2009-11-25,6,0
"1426",2009-11-26,9.1,0
"1427",2009-11-27,4.4,23.8
"1428",2009-11-28,3,9.4
"1429",2009-11-29,3,1.6
"1430",2009-11-30,1,9.2
"1431",2009-12-01,-1.4,0
"1432",2009-12-02,4.1,1.6
"1433",2009-12-03,7.7,21.8
"1434",2009-12-04,3.5,0
"1435",2009-12-05,-0.3,0
"1436",2009-12-06,-0.8,0
"1437",2009-12-07,-1.6,3.6
"1438",2009-12-08,-6.1,1
"1439",2009-12-09,-2.7,8.4
"1440",2009-12-10,-1.2,2.6
"1441",2009-12-11,-7.4,0
"1442",2009-12-12,-7.3,0
"1443",2009-12-13,-1.8,11.2
"1444",2009-12-14,-0.5,1.6
"1445",2009-12-15,-2.6,3.8
"1446",2009-12-16,-11.6,0
"1447",2009-12-17,-18.9,1
"1448",2009-12-18,-16.7,0
"1449",2009-12-19,-15.9,0
"1450",2009-12-20,-13.2,0
"1451",2009-12-21,-10.2,0
"1452",2009-12-22,-12.6,1.4
"1453",2009-12-23,-10.6,4.6
"1454",2009-12-24,-5.5,1
"1455",2009-12-25,-2.9,0
"1456",2009-12-26,0.5,3.4
"1457",2009-12-27,1.5,22.6
"1458",2009-12-28,-1.5,8.2
"1459",2009-12-29,-10.7,2.8
"1460",2009-12-30,-14.4,0
"1461",2009-12-31,-4.7,0
"1462",2010-01-01,-1.9,5.6
"1463",2010-01-02,-7.9,7.2
"1464",2010-01-03,-10.4,17.4
"1465",2010-01-04,-8.2,1
"1466",2010-01-05,-7.9,3.4
"1467",2010-01-06,-7.1,2.6
"1468",2010-01-07,-8,2.4
"1469",2010-01-08,-9.2,1
"1470",2010-01-09,-16.6,0
"1471",2010-01-10,-16.2,0
"1472",2010-01-11,-5.6,1.2
"1473",2010-01-12,-12.1,0
"1474",2010-01-13,-14.8,0
"1475",2010-01-14,-3.4,1.4
"1476",2010-01-15,1.4,0
"1477",2010-01-16,0.7,0
"1478",2010-01-17,1.6,0
"1479",2010-01-18,-0.3,1.2
"1480",2010-01-19,0.2,0
"1481",2010-01-20,-3,0
"1482",2010-01-21,-8.5,0
"1483",2010-01-22,-9.2,0
"1484",2010-01-23,-11.8,0
"1485",2010-01-24,-3.5,1
"1486",2010-01-25,7.3,19.1
"1487",2010-01-26,0.8,4
"1488",2010-01-27,-1.8,0
"1489",2010-01-28,-6.9,1
"1490",2010-01-29,-17.3,1.2
"1491",2010-01-30,-19.4,0
"1492",2010-01-31,-14.6,1
"1493",2010-02-01,-9.9,0
"1494",2010-02-02,-11,0
"1495",2010-02-03,-7.3,3.6
"1496",2010-02-04,-10.4,0
"1497",2010-02-05,-12,0
"1498",2010-02-06,-15.6,0
"1499",2010-02-07,-9.8,2.2
"1500",2010-02-08,-9.5,0
"1501",2010-02-09,-7.1,1
"1502",2010-02-10,-6.7,0
"1503",2010-02-11,-8,0
"1504",2010-02-12,-9.3,0
"1505",2010-02-13,-7.5,0
"1506",2010-02-14,-5.1,0
"1507",2010-02-15,-3.2,0
"1508",2010-02-16,-2.2,0
"1509",2010-02-17,-2.4,0
"1510",2010-02-18,-2.2,4.5
"1511",2010-02-19,-3.6,3.3
"1512",2010-02-20,-2.3,4.2
"1513",2010-02-21,-4.9,1.2
"1514",2010-02-22,-1.6,1
"1515",2010-02-23,1.9,2
"1516",2010-02-24,0.6,35
"1517",2010-02-25,3.5,5.2
"1518",2010-02-26,3.4,2.4
"1519",2010-02-27,2.1,1.2
"1520",2010-02-28,-0.2,1.2
"1521",2010-03-01,1.8,1.2
"1522",2010-03-02,0.6,0
"1523",2010-03-03,-1.3,0
"1524",2010-03-04,-1.5,0
"1525",2010-03-05,-3.9,0
"1526",2010-03-06,-1.9,0
"1527",2010-03-07,1.7,0
"1528",2010-03-08,4,0
"1529",2010-03-09,-1.6,0
"1530",2010-03-10,-1.3,0
"1531",2010-03-11,3.7,0
"1532",2010-03-12,4.1,0
"1533",2010-03-13,5.3,0
"1534",2010-03-14,4.3,2.4
"1535",2010-03-15,5.8,0
"1536",2010-03-16,4.7,0
"1537",2010-03-17,5.5,0
"1538",2010-03-18,7.9,0
"1539",2010-03-19,9.9,0
"1540",2010-03-20,5.9,0
"1541",2010-03-21,1.8,1.6
"1542",2010-03-22,2.9,12.8
"1543",2010-03-23,2.7,21
"1544",2010-03-24,3.2,2.4
"1545",2010-03-25,4.7,0
"1546",2010-03-26,-7.4,0
"1547",2010-03-27,-5.1,0
"1548",2010-03-28,3.1,6.4
"1549",2010-03-29,4.5,14
"1550",2010-03-30,3.1,1.2
"1551",2010-03-31,6.4,1.2
"1552",2010-04-01,8.3,1.2
"1553",2010-04-02,18.8,0
"1554",2010-04-03,21.6,0
"1555",2010-04-04,11.6,0
"1556",2010-04-05,11.8,0
"1557",2010-04-06,12.1,2.9
"1558",2010-04-07,14.4,11.5
"1559",2010-04-08,11.1,NA
"1560",2010-04-09,7,5.1
"1561",2010-04-10,5.8,0
"1562",2010-04-11,7.5,0
"1563",2010-04-12,5.1,0
"1564",2010-04-13,4.9,0
"1565",2010-04-14,7,0
"1566",2010-04-15,7,0
"1567",2010-04-16,3.5,19.5
"1568",2010-04-17,5,3.6
"1569",2010-04-18,3.4,4.8
"1570",2010-04-19,7.4,0
"1571",2010-04-20,10.8,0
"1572",2010-04-21,11.4,0
"1573",2010-04-22,8.3,0
"1574",2010-04-23,7.5,0
"1575",2010-04-24,8.3,0
"1576",2010-04-25,10.6,0
"1577",2010-04-26,10.3,0
"1578",2010-04-27,2.6,17.4
"1579",2010-04-28,4.6,33.2
"1580",2010-04-29,4.9,0
"1581",2010-04-30,9,0
"1582",2010-05-01,13.1,0
"1583",2010-05-02,21.7,0
"1584",2010-05-03,18.2,9
"1585",2010-05-04,14.2,0
"1586",2010-05-05,13.9,0
"1587",2010-05-06,12.6,7.8
"1588",2010-05-07,8.4,0.6
"1589",2010-05-08,7.4,12
"1590",2010-05-09,1.4,3.8
"1591",2010-05-10,3.6,0.2
"1592",2010-05-11,5.6,0
"1593",2010-05-12,7.1,0
"1594",2010-05-13,7.4,0
"1595",2010-05-14,13.3,4
"1596",2010-05-15,11.2,3.4
"1597",2010-05-16,12.7,0.2
"1598",2010-05-17,12.2,0
"1599",2010-05-18,15.2,0
"1600",2010-05-19,12.6,0
"1601",2010-05-20,15.8,0
"1602",2010-05-21,14.8,0
"1603",2010-05-22,17.1,0
"1604",2010-05-23,20.4,0
"1605",2010-05-24,22.3,0
"1606",2010-05-25,22.6,0
"1607",2010-05-26,24,0
"1608",2010-05-27,16.9,0
"1609",2010-05-28,18.1,0
"1610",2010-05-29,17.4,2.4
"1611",2010-05-30,16.1,0
"1612",2010-05-31,16.1,0
"1613",2010-06-01,NA,21.2
"1614",2010-06-02,20.3,11
"1615",2010-06-03,17.6,23.6
"1616",2010-06-04,19.5,0.6
"1617",2010-06-05,16.3,9.6
"1618",2010-06-06,11.9,17.2
"1619",2010-06-07,13.1,0.4
