"","FLD0194_30_05_2006_2b","FLD0195_13_06_2006_1c","FLD0196_13_06_2006_2c","FLD0197_27_06_2006_1","FLD0198_27_06_2006_2","FLD0199_12_07_2006_1b","FLD0200_12_07_2006_2b","FLD0201_25_07_2006_1","FLD0202_02_08_2006_1b","FLD0203_02_08_2006_2b","FLD0212_15_08_2006_1a","FLD0205_15_08_2006_2a","FLD0206_22_08_2006_1","FLD0207_22_08_2006_2","FLD0208_05_09_2006_1","FLD0209_05_09_2006_2","FLD0210_12_09_2006_1a","FLD0211_12_09_2006_2b","FLD0204_26_09_2006_1b","FLD0213_26_09_2006_2a","FLD0214_10_10_2006_1","FLD0215_16_10_2006_1b","FLD0216_16_10_2006_2b","FLD0217_09_05_2007_1","FLD0218_09_05_2007_2","FLD0219_06_07_2007_1","FLD0220_06_07_2007_2","FLD0221_02_08_2007_1","FLD0222_02_08_2007_2","FLD0223_22_08_2007_1","FLD0224_22_08_2007_2","FLD0225_05_09_2007_1","FLD0226_05_09_2007_2","FLD0227_19_09_2007_1","FLD0228_19_09_2007_2","FLD0229_26_09_2007_1","FLD0230_26_09_2007_2","FLD0231_10_10_2007_1","FLD0232_22_05_2008_1","FLD0233_01_06_2008_1","FLD0234_01_06_2008","FLD0236_25_06_2008_a","FLD0237_25_06_2008_b","FLD0238_02_07_2008","FLD0239_15_07_2008_1","FLD0240_15_07_2008_2","FLD0241_04_08_2008_4b","FLD0242_04_08_2008_2b","FLD0243_18_08_2008_4d","FLD0244_24_08_2008_2","FLD0245_29_08_2008_1","FLD0246_29_08_2008_2","FLD0248_03_09_2008_2b","FLD0249_17_09_2008_1d","FLD0250_17_09_2008_3b","FLD0251_07_10_2008_5b","FLD0252_07_10_2008_6b","FLD0253_27_10_2008_1","FLD0254_27_10_2008_2","FLD0255_20_05_2009_1","FLD0256_20_05_2009_2","FLD0257_17_06_2009_1","FLD0258_17_06_2009_2","FLD0259_08_07_2009_1","FLD0260_08_07_2009_2","FLD0261_12_07_2009_1b","FLD0262_12_07_2009_2b","FLD0263_25_07_2009_b","FLD0264_25_07_2009_p2","FLD0265_29_07_2009_1","FLD0266_08_08_2009_p2","FLD0267_22_08_2009_1","FLD0268_22_08_2009_p1","FLD0269_02_09_2009_1","FLD0270_02_09_2009_2","FLD0271_16_09_2009_1","FLD0272_16_09_2009_2","FLD0273_23_09_2009_1","FLD0274_23_09_2009_2","FLD0275_15_10_2009_1","FLD0276_15_10_2009_p2","FLD0277_05_05_2010_1","FLD0278_05_05_2010_2","FLD0279_16_06_2010_1","FLD0280_16_06_2010_2","FLD0281_05_07_2010_1","FLD0282_12_07_2010_1","FLD0283_12_07_2010_2","FLD0284_26_07_2010_1","FLD0285_10_08_2010_1","FLD0286_10_08_2010_2","FLD0289_22_08_2010_1","FLD0290_16_09_2010_1","FLD0291_16_09_2010_2","FLD0292_19_10_2010_1","FLD0293_19_10_2010_2","FLD0294_15_05_2011_1","FLD0295_15_05_2011_2","FLD0297_21_06_2011_1","FLD0298_21_06_2011_2","FLD0299_05_07_2011_1","FLD0300_05_07_2011_2","FLD0301_19_07_2011_1","FLD0302_19_07_2011_2","FLD0303_09_08_2011_1","FLD0304_09_08_2011_2","FLD0305_23_08_2011_1","FLD0306_23_08_2011_2","FLD0307_12_09_2011_1","FLD0308_12_09_2011_2","FLD0309_12_10_2011_1","FLD0310_12_10_2011_2","FLD0311_24_04_2012_1","FLD0312_07_06_2012_1","FLD0313_07_06_2012_2","FLD0314_20_07_2012_1","FLD0315_20_07_2012_2","FLD0316_14_08_2012_1","FLD0317_14_08_2012_2","FLD0318_17_09_2012_1","FLD0319_17_09_2012_2","FLD0320_17_10_2012_1","FLD0321_17_10_2012_2","FLD0323_05_06_2013_1","FLD0324_05_06_2013_2","FLD0325_03_07_2013_1","FLD0326_03_07_2013_2","FLD0327_16_08_2013_1","FLD0328_16_08_2013_2","FLD0329_27_08_2013_1","FLD0330_17_09_2013_1","FLD0331_17_09_2013_2","FLD0332_23_10_2013_1","FLD0333_23_10_2013_2","FLD0334_19_03_2015_p1","FLD0335_19_03_2015_p2","FLD0336_19_03_2015_L1","FLD0337_19_03_2015_L2","FLD0338_30_06_2015_p1","FLD0339_30_06_2015_L2","FLD0340_16_07_2015_p1","FLD0341_16_07_2015_L1","FLD0342_28_07_2015_1","FLD0344_30_07_2015_1","FLD0347_04_08_2015_1","FLD0351_10_08_2015_1","FLD0353_12_08_2015_1","FLD0355_13_08_2015_1","FLD0356_13_08_2015_2","FLD0357_03_09_2015_2","FLD0358_16_09_2015_1","FLD0359_16_09_2015_2","FLD0360_21_10_2015_1","FLD0361_21_10_2015_2","FLD0362_19_07_2016","FLD0363_20_07_2016","FLD0364_25_07_2016","FLD0365_27_07_2016","FLD0366_01_08_2016","FLD0367_09_08_2016","FLD0368_18_08_2016","FLD0369_23_08_2016","FLD0370_03_09_2016","FLD0371_15_09_2016","FLD0372_22_09_2016","FLD0373_25_10_2016"
"ASV_419",0,0,0,0,0,0,0,0,0.000682074555995698,0,0,0,0.000652464685348906,0,0.000987110613337383,0.000747397145985782,0,0.000557697823385066,0,0.000193906488595875,0,0.000521872601688411,0.000900784969759362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115578876804475,0,0,0,0,8.37885846432282e-05,0,0,0,0.000324793958832366,0,0,0,0,0.0010653030787259,0.000441994696063647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163723285817197,0,0,0,0,0,8.14597588791137e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000336998188634736,0,0.00121755111417413,0,0,0,0,0,0.000229861038553965,0,0,0,0,0.000240633598727781,0,0,0.000322718060593543,0,0.000509873634020974,0,0,6.48794539745154e-05,0,0,0,0,0,0,4.43419652358993e-05,0,0,0.000158290462999604,0,0,9.75908989515949e-05,0.000173334257782708,0.000539190646461207,0.000517655758920318,0.000263354255365843,0.00100091750771541,0.00109974339320825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000326714342759647,0,0.00106292770897278,0.00155870231427666,0,0,0,0,0,0,0,0,0,0,0,0.000409728116128655
"ASV_426",0,0.000141497038669119,0.000122747079642397,0,0.000280918603834539,0.00170234498021024,0.00179382922745755,0,0,0.000922881698102324,0.000261976047904192,0,0,0.0018370434406743,0.00104405930256839,0.000903829106773504,0.00105065666041276,0.000796711176264381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44496004124774e-05,0,0.000495038849787994,0,0,6.8667170225915e-05,0,0,0,0.000304261177795019,0,0,0,0.000162135869858942,0,0,0.000467994384067391,0,0.000129019772280102,0,0,0,9.93759192272529e-05,0,0.000133747057564734,0.000316689538688905,0.00024224072672218,0,0.00024466328215793,0.000339396377257929,0.000142642395514445,0,0,0,0,0,0,5.16822574810068e-05,0.000211055064266267,7.15793994488386e-05,0,0,0,0,0,0,0,0,0.000162999185004075,0.000125365649811952,0,0,0,0,0,0,0,0,0,0.000942027620249826,0.00103376981392143,0,0,0,0,7.92104304294789e-05,0,0.000149651719634306,0.000188782865380655,0,0.000307335063515913,0,0.000204735409591252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167297248603711,0,0.000207758630639781,0.000548755392283889,0,0,0,0,0,0,0.000692694462027206,0,0,0,0,0,0,0,0,0,0,0.000169990933816863,0,0
"ASV_531",0,0,0,0,0,0,0,0.00659035726673604,0.000498439098612241,0,0,0,0.000913450559488468,0,0.000778298752823706,0.000347626579528271,0.000637898686679174,0,0,0,0,0.000613967766692249,0.000257367134216961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194741966893866,0,0,0.000873548524555236,0.000493994072071135,0.000362718814067182,0,0.000120097038407033,0.000334504097675196,0,0,0,0,0,0,0,0,0,0,0,0.000201141477887009,0,0,5.42821859436279e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73872394891344e-05,0,0.000205359893212856,0,0,0,0,0.000251043924318625,0,0.000234949262147436,0,0.000417468326859549,0.000250828630296515,0.000429948286775507,0.00108316601500581,0,0,7.1150955646273e-05,0,0,0,7.52097815693058e-05,0,7.04665768217812e-05,0,0,0
"ASV_25",0.00198216055500496,0.00133411493602312,0.00110472371678157,0.000832292967124428,0.000702296509586347,0.00400051070349406,0.00484333891413537,0.0228928199791883,0.00178388730029644,0.00223029743708062,0.00565119760479042,0.0048653908530652,0.00675300949336117,0.00752827606080254,0.00626435581541031,0.00556202527245233,0.00923076923076923,0.00801491443321967,0,0.00632619919044041,0.0404040404040404,0.0555947812739831,0.0461974005919444,0,0,0.00235279155538598,0.000875566543057272,0.000836940146823214,0.0015781553932543,0.000347561278363483,0.000527727065267001,0.000668002672010688,0.000923611000525503,0.00175896251024819,0.00202826042863904,0.00304202113946894,0.00248494585129622,0.00781300445534965,0.00204313280363224,0.00317770716206307,0.00188834718121266,0.00184334886215102,0.00205994797758497,0.00132996233968028,0.00698279403039569,0.00738906256343632,0.000734573947110676,0.00249918857513794,0.00108090579905961,0.00183669850277405,0.00626398210290828,0.00525193697675628,0.00654470903642959,0.00424690083755336,0.0040232507866356,0.00306628756202263,0.00157569391135712,0.00802957427356203,0.00422846734322144,0.00259469291675583,0.00211126359125937,0.00410295230885693,0.00351596246961204,0.0111321793381858,0.0155242417005016,0.0119051537794749,0.012282871739715,0.00726623588866819,0.00541169330366174,0.00270689165884433,0.00413901667820163,0.0020525882088546,0.000861370958016779,0.00143517443701062,0.00133614878971165,0.000712772890192245,0.00113280118022076,0.000734180700224843,0.000985727918121664,0.00316421048021547,0.00154336865932709,0.00287287526933206,0,0.00192339038304808,0.00158796489761805,0.000821156865112909,0.000476258030521047,0.00052442051533056,0.000963830537937919,0.00200628774716638,0.000845607453645337,0.0074347266128088,0.0916109504013487,0.110198407683559,0.00936375454528327,0.0112566046404778,0,0.00196206671026815,0,0.000442620312248511,0.000506946754748665,0.000188068122453244,0.00161895951240749,0.0014244525296904,0.0117539179726576,0.0225208304876383,0.0145112522363231,0.0119830430907821,0.00319542905512644,0.0149224831218454,0.00262312168852601,0.00892967877961057,0.00217219589257504,0.000797249489262046,0.00111592660836166,0.000423710399374212,0.000234444101066721,0.00116801329367707,0.000584749288742452,0.00216441580721738,0.00280736095192716,0.00101986520042568,0.000744188761290511,0.00192699885985901,0.00300751879699248,0.0043329783718283,0.00562360874262878,0.0308666071826902,0.0234694585037787,0.0878880753731767,0.0447957108522832,0.0343457841372954,0.0360330302777546,0.0363915086479821,0.00229797012638836,0.00233945490700667,0,0,0.00377846850698497,0.00411808898411197,0.0155030972710531,0.012139051465471,0.016510951535274,0.0193939917499946,0.0133080945070926,0.0208984345228115,0.020987272073037,0.0167211774325429,0.0206195947684631,0.0219105480868666,0.0254837187352525,0.0145838932186688,0.0469718503302242,0.0440399450491388,0.00118115023188758,0.00122135762733998,0.00112952142088458,0.00125632349492445,0.00133428061480878,0.00186892835458409,0.00156866115844552,0.00147161581298833,0.00205233904993438,0.00507139619220308,0.00295938808960117,0.0107846293423864
"ASV_304",0,0,0,0,0,0.00136187598416819,0.000508251614446305,0,0,0.00024994712656938,0,0,0.000815580856686132,0.00126071608673727,0,0.000260719934646203,0,0,0,0.000290859732893812,0,0.000368380660015349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162284972411555,0,0,0.000532651539362949,0.000285996568041183,0,0.000172026363040136,0.000192155261451253,0,0,0.000616130699208968,0.000910746812386157,0.00101647763749198,0,0.000333080999242998,0,0.000697290354150101,0.000452528503010572,0.000515707122244533,0.000677601505781124,0,0,8.7319085769172e-05,0.000230699290260419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000315935801845065,0.0010739114870848,0.000321617275442224,0,0,0,0,0,0,0,0,0,0,0,0,0.000423235636440588,0.000245265726051093,0.000295318335794319,0.000358289580663387,0,0.000332187287192519,0.000415228505436898,0.000217287384294468,0,0.000204703360747529,0,0,0.00025755605063552,0,0,0,0,0.000403921712628062,0.000768039156979393,0.000376422038813295,0,0.000312163005845962,0,0.000230434973445113,0.000278032641032057,0,0,0,0,0,0,0.000264336792899079,0.000625034879178526,0.000638897445551106,0.000707796051784933,0.00069109992873032,0.000623275891919343,0.000243891285459506,0.000677818595660287,0.000511038430089943,0.000537026884908426,0,0,0,0,0.000343442882806721,0,6.14519560925774e-05,0,0,0,0,0,0,0,0,0,0.000482893851151629
"ASV_598",0,0,0,0,0,0.000723496616589352,0.000717531690983018,0,0.000209869094152522,0.000230720424525581,0,0,0,0,0.000284743446155014,0.000260719934646203,0,0.000207144905828739,0,0,0,0,0,0,0,0,0,0,0.000183506441076082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017851346965271,0,0,0.000319590923617769,0,0,0,0,0,0,0.000437254044599913,0,0,0,0,0,0.00028136277448162,0.000175983306726333,0.000208477347290343,0.000215111589136865,0.000175998793151133,0,0,0.000149276011344977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000862085480564762,0,0,0,0,0,0,0,0,0,0.000489769264257727,0,0.000277870401244859,0,0,0,0,0.00029690061574606,0,0,0,0,0,0,0,0,0,0,0,0,0.000218879047438386,0,0,0,0.00015621135396191,0.00013941556993085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000775556791243525
"ASV_287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196968867976145,0,0,0,0,0.000292161718467403,0.000513421507896646,0.000342266488688093,0.00079787918564847,0.000734293674275965,0.000773323791825852,0.000685944240354862,0.000661082334039046,0.000633687653311529,0.000425146283885837,0,0,0.000483740929857565,0.00219751346574148,0.00147944626439818,0.000703479182227163,0.00081423841822665,0.000747085034285867,0.000670039197293042,0.000840423504132804,0.00110997267759563,0.00090251737883167,0.000783450145044148,0.000960107109196769,0.0013457615593835,0,0.000834089379261904
"ASV_263",0,0,0,0,0,0,0,0,0.000550906372150371,0,0,0,0,0,0,0.000643109172127301,0,0,0,0.00174515839736287,0,0.00227168073676132,0.00162141294556685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161810427526265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010659872081535,0,0,0,0,0,0.00166951544301785,0,0,0,0,0,0,0,0,0.000419467598816886,0,0.000657495448108436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000998549277464815,0.000895933838731909,0.00468210941350419,0.0078482668410726,0,0,0.00060199927126404,0.000501514993208651,0.000843491510666086,0.000909590169561337,0,0.000665892637617812,0.00065912681390653,0.000746682082038683,0.00173526610940641,0.00151032052357778,0.0022756883522974,0.00180522827180399,0,0.000531499659508031,0.000661770430540057,0,0,0.00054186183727287,0.000224903572593251,0,0.00025755605063552,0.000421248669741043,0.000963067808728896,0.000529924686461227,0,0.000422281790474792,0,0.000878318090564354,0.000450669070235041,0.000822975197230263,0.000794971344056203,0.00102049773954264,0.00158478605388273,0.00213283567167661,0,0,0,0,0,0,0.000312517439589263,0,0,0,0.000565565161186071,0,0.0004016702789098,0.000613246116107931,0.000615343305624238,0,0,0,0,0,0.000147643778985948,0.000161311384743016,0.00025792221421774,0.000293142148815706,0.000112634077873469,0.000189738919247116,0,0,0.00026424966308168,0.000609134179510426,0,0.000292662940091896
"ASV_388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000632196019080825,0.000610809216900459,0.00165796861163969,0.00261888352860096,0,0,0,0,0,0.000417929161007209,0,0,0,0,0,0,0.000592529891016824,0.000361444227864768,0.000660123338834361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125841221206981,0.001754591180255,0,0,0,0,0,0,0.000476153707564409,0,0.000577107307332725,0,0.000518824110258492,0.000490596892886345,0.000481086584397131,0.000904860392967942,0,0,0.000203031135421767,0.000607629715734968,0,0.000184355868277732,0.00010672643346941,0.000251264698984891,0.000251260635256199,0.000218199757134183,0,0,0.000202591408362621,0,0.00100163904571116,0
"ASV_538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000454739995720094,0,0,0,0.000452627071992171,0.000150842834336857,0.000581542074020431,0.000451734337187416,0,0,0,0.000542821859436279,0.000209753539590981,0.000137819353282685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152608474480472,0.00202159430277969,0,0,0,0,0.000253473377374333,0,0,0,0,0,0,0,0,0,0.000191088334925736,0,0,0.000232531101034763,0.000116783017154128,0.000195558645865021,0,0.00018062061242429,0.000157432500815275,0,0,7.75984391628237e-05,0,0,0.000448489645165545,0.000660962802482283,0.000676915867168279,0,0,0,0,0.000175569503577229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_353",0,0,0,0,0,0,0.00143506338196604,0,0,0.000538347657226356,0,0,0,0,0.000626435581541032,0,0,0,0,0,0,0,0.000514734268433921,0,0,0,0,0,0.000311960949829339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536629963827165,0.000585480093676815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000663466416891074,0.000727983294699132,0,0.00286376396555947,0.000758097863542385,0,0,0,0,0,0,0.000312908141053548,0,0.000319550961431588,0.000375631744297227,0,0,0,0,0,0.00146071905962765,0,0,0,0,0,0,0,0,0,0.000465590634976942,0,0,0,0,0,0,0,0,0,0.000449896852916648,0.000472655489754497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045383430270748,0,0,0,0,0,0,0,0,0,0,0.000382479601087942,0,0.00932131464192689
"ASV_586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258281139019823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137138768533609,0.00104085349986989,0,0,0,0,0.000207963789834241,0,0.000131669903551796,0,0,0,0,0,0.00010487676979549,0,0,0,0,0,0,0.000125837606568723,0,0.000148620685712979,0,0,0,0,0,0,0,0,0,0,0,0.000383149102473227,0.000294873415055394,0.000942027620249826,0.00052837123822651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141995946661159,0,0.000234266264279907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000883782589482987,0,0,0,0.00010672643346941,0.000134007839458608,0.000225268155746937,0.000227686703096539,0.000236373599217818,0.000127045969466619,0.000149741475746285,0.000127493200362647,0.000409761427790931,0
"ASV_199",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000792450111663425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000660590861826411,0.000389677322036881,0,0.00033342296316214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000965933826730518,0,0,0.00068296680781314,0.000366181563281405,0,0,0.000800340790271987,0,0.000316948475202227,0,0.000332187287192519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117860485538981,0.000556498511366482,0.00158490987220269,0.00192810121960959,0.00375775358402183,0.00265641535105717,0.00208912845254447,0.00236269682788897,0.00266106559777742,0.00241210139002453,0.00337879415088218,0.00258531540847983,0.000653428685519294,0.000877900206037803,0,0,0,0.000115222417673583,0.000204558997483035,0,0,0.000493321190042501,0,0.000232917610688801,0,0.000424977334542158,0,0.00102432029032164
"ASV_345",0,0,0,0,0,0,0,0,0,0.000903654996058526,0.00172155688622754,0.00681154719429127,0.00300133755260497,0.000936531950147684,0.00093016192410638,0.000990735751655572,0,0.00101979030561841,0,0.00140582204232009,0,0,0.000643417835542401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119313944817301,0,0,0,0,0,0,0.00182851691378145,0.00253708040593287,0,0,0,0,0,0,0,0,0,0,0,0.000312122569175861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000785455660070116,0.00193773958464973,0.000998549277464815,0.00151619572708477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010509847010068,0.00126809679805558,0,0,0,0,0,0,0,0,0,0,0,0.00762386958939389
"ASV_162",0,0,0,0,0,0.0017449036047155,0.00155465199712987,0,0.000787009103071959,0,0.00112275449101796,0,0.00176165465044204,0.0013327570059794,0.000645418477951366,0.000451914553386752,0,0,0,0.000509004532564171,0,0.000429777436684574,0.000926521683181058,0,0,0,0.00126184590028842,0.00459121451971592,0.00495467390905421,0.00165505370649278,0.00141202647193063,0,0,0.000804948945367817,0.000800036057963176,0,0,0.000731796560556165,0,0.00229772671718406,0.0025063517132459,0.000351912055501558,0,0,0.000669374591149042,0.00059545559119267,0.000979431929480901,0.000470626419993509,0,0,0,0.000441994696063647,0,0.000387059316840306,0.000348281411380395,0,0,0.00113288547919068,0.00156128024980484,0.00187245880590627,0,0,0,0.000305829102697413,0.000339396377257929,0.000526679614207183,0.000462489916644259,0,0,0.000502084743172739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318408302711634,0.000496401092082403,0,0.000429301799164813,0,0,0.00373042937618931,0.00459453250631748,0.0059142434696895,0.00588620013080445,0,0.000845002414292612,0,0.00114930519276983,0.00209512407488028,0.00099540056291618,0.00150050016672224,0.00314164731594045,0.00213431539741162,0.00219187320856517,0.00505766585546503,0.00367898589076639,0.002501520020846,0.00201193379910979,0.00715837282780411,0.00106299931901606,0.00097319180961773,0.000282473599582808,0,0.000505737714788012,0,0,0,0,0,0,0,0,0.00049466928754605,0.0005576622797234,0,0,0,0.00034016591318088,0,0,0,0.00233945490700667,0,0,0.000369758386004645,0.000292161718467403,0.000892906970255037,0.000627488562594836,0.00138985406532314,0.00112303738418677,0.00186982767575803,0.000960321936496807,0.00139747784537368,0.00139002452984464,0.00172296125574787,0.000969493278179938,0,0,0,0,0.000286602629796252,0,0.000195665128027251,0,0,0.000692547055251973,0.000419025925886132,0.000412899400766511,0.000255441340978957,0.000552470534904805,0,0.00201937428663408
"ASV_580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000325676737102243,0,0.000847824858224843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317426727330441,0.000348535505441027,0.0006253800052115,0,0,0,0,0,0,0,0,0,0,0,0,0.000449633067300435,0,0.000440641868321522,0.000507686900376209,0.000404305152799465,0.000312001664008875,0.000510812191384301,0.000573118875947495,0.000636439450467454,0.000917507715405789,0.000466557803179258,0,0,0,0,0,0,0,0,0,0,0,0,0.000150626354591175,0,0,0,0,0,0,0,0,0.000122903912185155,0,0,0,0,0,0,0,0.000325815956482321,0,0
"ASV_405",0,0,0,0,0,0.00480912456909393,0.0027804353025592,0.00277488727020465,0.000865710013379155,0.00151890946146008,0.00258233532934132,0,0.00300133755260497,0.00212520711764282,0.0013857514379544,0.000469295882363165,0.000375234521575985,0.00113132987029542,0,0.00244806941852292,0.00325839035516455,0.00141212586339217,0.00213614721400077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198146372643017,0.000805990328116063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_458",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000576327353937036,0,0.000434533224410338,0,0.000239013352879314,0,0.000848340887606952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210970464135021,0,0.000468674790363033,0,0,0.000252326131524996,0.000602092270640476,0.000816659861167824,0,0,0.00151051397225424,0.00201665365599792,0.00106997646051787,0,0,0,0.000342528595021102,0.000251404723894762,0,0,0,0,0.000425680543124714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155125341275751,0,0.000526870389884088,0.00247131171095232,0.00204305151859809,0.000471013810124913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000556059586174603
