"","FLD0194_30_05_2006_2b","FLD0195_13_06_2006_1c","FLD0196_13_06_2006_2c","FLD0197_27_06_2006_1","FLD0198_27_06_2006_2","FLD0199_12_07_2006_1b","FLD0200_12_07_2006_2b","FLD0202_02_08_2006_1b","FLD0203_02_08_2006_2b","FLD0212_15_08_2006_1a","FLD0205_15_08_2006_2a","FLD0206_22_08_2006_1","FLD0207_22_08_2006_2","FLD0208_05_09_2006_1","FLD0209_05_09_2006_2","FLD0210_12_09_2006_1a","FLD0211_12_09_2006_2b","FLD0213_26_09_2006_2a","FLD0214_10_10_2006_1","FLD0215_16_10_2006_1b","FLD0216_16_10_2006_2b","FLD0219_06_07_2007_1","FLD0220_06_07_2007_2","FLD0221_02_08_2007_1","FLD0222_02_08_2007_2","FLD0223_22_08_2007_1","FLD0224_22_08_2007_2","FLD0225_05_09_2007_1","FLD0226_05_09_2007_2","FLD0227_19_09_2007_1","FLD0228_19_09_2007_2","FLD0229_26_09_2007_1","FLD0230_26_09_2007_2","FLD0231_10_10_2007_1","FLD0232_22_05_2008_1","FLD0233_01_06_2008_1","FLD0234_01_06_2008","FLD0236_25_06_2008_a","FLD0237_25_06_2008_b","FLD0238_02_07_2008","FLD0239_15_07_2008_1","FLD0240_15_07_2008_2","FLD0241_04_08_2008_4b","FLD0242_04_08_2008_2b","FLD0243_18_08_2008_4d","FLD0244_24_08_2008_2","FLD0245_29_08_2008_1","FLD0246_29_08_2008_2","FLD0248_03_09_2008_2b","FLD0249_17_09_2008_1d","FLD0250_17_09_2008_3b","FLD0251_07_10_2008_5b","FLD0252_07_10_2008_6b","FLD0253_27_10_2008_1","FLD0254_27_10_2008_2","FLD0255_20_05_2009_1","FLD0256_20_05_2009_2","FLD0257_17_06_2009_1","FLD0258_17_06_2009_2","FLD0259_08_07_2009_1","FLD0260_08_07_2009_2","FLD0261_12_07_2009_1b","FLD0262_12_07_2009_2b","FLD0263_25_07_2009_b","FLD0264_25_07_2009_p2","FLD0265_29_07_2009_1","FLD0266_08_08_2009_p2","FLD0267_22_08_2009_1","FLD0268_22_08_2009_p1","FLD0269_02_09_2009_1","FLD0270_02_09_2009_2","FLD0271_16_09_2009_1","FLD0272_16_09_2009_2","FLD0273_23_09_2009_1","FLD0274_23_09_2009_2","FLD0275_15_10_2009_1","FLD0276_15_10_2009_p2","FLD0277_05_05_2010_1","FLD0278_05_05_2010_2","FLD0279_16_06_2010_1","FLD0280_16_06_2010_2","FLD0281_05_07_2010_1","FLD0282_12_07_2010_1","FLD0283_12_07_2010_2","FLD0284_26_07_2010_1","FLD0285_10_08_2010_1","FLD0286_10_08_2010_2","FLD0289_22_08_2010_1","FLD0290_16_09_2010_1","FLD0291_16_09_2010_2","FLD0292_19_10_2010_1","FLD0293_19_10_2010_2","FLD0294_15_05_2011_1","FLD0295_15_05_2011_2","FLD0297_21_06_2011_1","FLD0298_21_06_2011_2","FLD0299_05_07_2011_1","FLD0300_05_07_2011_2","FLD0301_19_07_2011_1","FLD0302_19_07_2011_2","FLD0303_09_08_2011_1","FLD0304_09_08_2011_2","FLD0305_23_08_2011_1","FLD0306_23_08_2011_2","FLD0307_12_09_2011_1","FLD0308_12_09_2011_2","FLD0309_12_10_2011_1","FLD0310_12_10_2011_2","FLD0311_24_04_2012_1","FLD0312_07_06_2012_1","FLD0313_07_06_2012_2","FLD0314_20_07_2012_1","FLD0315_20_07_2012_2","FLD0316_14_08_2012_1","FLD0317_14_08_2012_2","FLD0318_17_09_2012_1","FLD0319_17_09_2012_2","FLD0320_17_10_2012_1","FLD0321_17_10_2012_2","FLD0323_05_06_2013_1","FLD0324_05_06_2013_2","FLD0325_03_07_2013_1","FLD0326_03_07_2013_2","FLD0327_16_08_2013_1","FLD0328_16_08_2013_2","FLD0329_27_08_2013_1","FLD0330_17_09_2013_1","FLD0331_17_09_2013_2","FLD0332_23_10_2013_1","FLD0333_23_10_2013_2","FLD0334_19_03_2015_p1","FLD0335_19_03_2015_p2","FLD0338_30_06_2015_p1","FLD0339_30_06_2015_L2","FLD0340_16_07_2015_p1","FLD0341_16_07_2015_L1","FLD0342_28_07_2015_1","FLD0344_30_07_2015_1","FLD0347_04_08_2015_1","FLD0351_10_08_2015_1","FLD0353_12_08_2015_1","FLD0355_13_08_2015_1","FLD0356_13_08_2015_2","FLD0357_03_09_2015_2","FLD0358_16_09_2015_1","FLD0359_16_09_2015_2","FLD0360_21_10_2015_1","FLD0361_21_10_2015_2","FLD0362_19_07_2016","FLD0363_20_07_2016","FLD0364_25_07_2016","FLD0365_27_07_2016","FLD0366_01_08_2016","FLD0367_09_08_2016","FLD0368_18_08_2016","FLD0369_23_08_2016","FLD0370_03_09_2016","FLD0371_15_09_2016","FLD0372_22_09_2016","FLD0373_25_10_2016"
"ASV_657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,0,0,14,35,84,43,12,7,5,12,0,0,0,12,18,25,53,9,3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,14,5,4,0,0,0,0,0,5,0,0,0,9,20,15,18,15,0,8,0,0,0,0,0,4,15,18,14,7,6,34,5,0,8
"ASV_176",0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,8,5,0,0,0,0,0,0,0,11,10,25,39,102,0,6,67,121,25,0,0,0,0,46,23,34,46,10,126,21,120,0,0,28,25,55,9,23,0,0,0,0,0,0,0,9,0,0,0,0,49,4,19,104,109,163,56,125,84,48,91,11,0,0,9,10,11,31,31,188,277,158,122,23,38,0,0,0,0,0,0,8,15,0,0,127,73,257,360,9,65,6,8,5,0,6,519,403,189,391,82,71,0,0,0,0,0,14,38,107,10,31,35,31,14,0,0,0,0,6,0,0,6,0,18,11,9,10,8,10,0,9,7,0,24,44,87,153,304,72,59,242,38,0,16
"ASV_133",0,0,12,0,4,6,7,0,3,0,0,10,0,11,0,4,0,0,0,0,0,3,0,0,0,17,27,64,60,76,122,118,162,94,6,9,11,4,14,5,33,39,6,53,23,67,10,0,160,667,712,26,51,79,6,22,5,15,15,39,44,51,26,18,6,144,11,21,157,67,101,53,119,174,303,221,61,0,2,36,31,0,13,19,110,247,111,259,21,12,0,0,0,0,0,0,0,0,10,0,24,17,117,82,0,57,0,0,0,0,0,67,51,231,192,284,275,44,13,0,14,6,9,18,74,54,379,454,258,172,0,0,0,0,15,15,16,5,20,25,42,21,8,0,0,0,41,21,0,10,14,41,248,811,315,245,437,138,10,48
"ASV_316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,10,0,0,0,0,0,0,0,9,7,0,0,0,7,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,19,134,63,32,25,38,69,73,68,0,0,0,0,0,0,0,0,27,134,19,69,0,13,0,0,3,5,0,0,0,0,0,10,30,25,41,116,17,12,0,0,7,4,0,95,18,49,27,34,31,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,22,33,136,44,30,73,54,0,23
"ASV_664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,6,9,17,30,7,6,0,0,0,7,8,18,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,21,14,15,19,31,44,22,44,8,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,209,36,37,82,67,10,0,0,0,5,0,0,0,30,0,28,81,95,83,8,6,34,6,15,11,0,0,6,6,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"ASV_110",0,0,0,0,21,0,13,22,13,20,0,46,71,58,79,30,53,34,0,39,14,0,0,96,81,374,533,361,190,849,1111,402,395,475,42,78,223,81,187,106,248,381,33,419,102,664,124,87,214,307,260,16,91,41,0,105,14,67,30,168,217,155,160,19,11,1046,26,29,30,14,0,25,23,122,174,129,105,0,0,21,19,0,43,25,142,146,29,84,29,0,12,14,0,0,0,0,0,0,15,0,99,91,171,91,42,130,12,0,24,0,16,84,40,198,162,203,157,50,50,0,0,0,0,43,38,0,47,72,25,18,0,0,0,0,0,10,13,0,13,0,26,23,0,0,12,0,0,0,0,16,21,17,41,85,38,31,58,0,0,0
"ASV_12",12,50,53,27,18,13,30,0,23,48,0,63,18,58,35,82,65,64,0,0,36,0,0,303,227,9443,12636,8187,6651,8585,10923,6469,8548,5716,287,1210,1503,1125,2113,1993,2766,2573,251,5095,719,7386,42,60,964,2219,1798,169,463,455,220,693,178,211,142,474,387,412,405,33,21,4728,115,144,334,150,329,462,1087,1939,2183,1595,1466,86,52,143,183,54,143,92,496,737,394,704,153,135,20,58,0,15,0,29,0,6,0,29,330,182,596,372,327,480,92,78,25,55,0,466,987,1976,1865,1696,1305,815,589,75,48,0,76,57,267,93,1666,1992,1064,521,0,11,0,14,39,26,0,17,56,0,133,112,24,0,31,10,40,9,0,25,0,0,54,166,119,88,94,58,10,26
"ASV_105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,104,0,282,338,140,140,145,0,0,0,73,102,77,175,160,0,496,128,676,0,0,357,652,491,34,117,52,0,70,0,0,0,203,202,190,231,0,0,1090,0,39,62,0,0,0,88,182,272,197,129,0,0,0,0,35,115,27,292,181,51,110,39,0,0,0,0,0,0,0,17,0,64,0,536,398,1016,931,208,549,60,85,0,0,58,304,237,291,240,168,151,65,0,0,0,70,0,74,77,0,71,112,0,0,0,0,0,0,0,0,18,0,0,25,46,0,0,0,0,0,0,0,36,0,35,66,114,169,254,138,140,69,0,0
"ASV_482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,7,61,44,19,12,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,40,18,0,0,0,0,3,8,0,0,5,6,11,5,3,3,0,0,0,0,3,0,81,76,125,83,29,0,0,0,35,0,0,0
"ASV_713",0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,4,0,26,13,30,40,64,0,8,5,24,0,0,9,2,0,0,3,0,0,5,0,0,0,4,4,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,55,174,143,10,64,5,15,5,0,0,59,88,118,89,42,34,4,3,0,0,0,0,0,0,0,6,8,0,0,0,0,0,3,0,0,3,2,0,7,0,0,0,0,0,3,2,4,0,0,3,7,71,152,115,49,149,42,3,0
"ASV_140",0,16,6,0,0,4,15,4,0,54,0,23,45,169,126,100,137,120,0,61,99,4,52,73,147,121,174,36,33,67,90,62,48,38,9,19,28,0,24,9,28,43,0,39,17,28,299,274,18,47,55,0,8,15,0,7,6,9,5,4,2,13,2,4,0,40,10,13,53,16,41,27,47,83,106,99,44,0,13,18,12,20,16,10,92,220,100,80,22,7,8,15,0,4,0,0,0,0,0,0,89,82,322,202,111,175,26,38,0,3,8,398,215,306,231,285,278,122,80,30,16,12,13,36,43,5,244,280,184,98,0,0,27,14,14,17,19,13,8,20,67,22,11,0,9,7,17,11,0,0,6,0,14,492,358,278,70,133,12,18
"ASV_594",0,0,0,0,0,0,0,0,0,0,0,37,53,58,44,30,32,0,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,64,60,7,6,8,0,0,0,2,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ASV_359",0,0,0,0,0,0,0,23,18,17,0,122,118,93,146,70,59,46,7,35,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,55,134,12,39,59,40,32,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"ASV_504",0,6,0,0,0,0,0,22,19,0,0,13,20,0,7,11,9,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,10,0,5,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,29,20,33,7,0,0,0,0,0,11,12,14,7,7,17,14,34,50,8,20,0,0,0,19,0,16,18,15,11,8,0,0,0,7,0,0,0
"ASV_15",3,13,10,0,0,4,3,0,0,14,0,6,17,39,34,25,22,23,0,15,11,0,10,0,0,2225,1761,2079,962,5148,6774,1565,1739,820,63,186,306,113,142,63,148,136,9,416,394,558,62,21,571,1204,881,57,248,92,36,399,112,69,63,215,204,184,148,34,11,890,40,345,8005,1718,3055,700,1465,1906,2754,1562,1588,93,69,283,306,54,90,38,727,1131,380,162,120,86,92,101,17,4,0,6,38,25,26,7,2558,2536,2231,1870,874,1424,145,204,248,53,63,1873,1582,1343,816,334,311,145,72,49,20,41,28,775,2457,956,3317,4162,1427,637,0,0,26,13,33,36,46,13,45,31,157,163,36,0,21,21,42,17,15,30,62,100,973,13687,10715,7099,1732,2000,183,521
"ASV_177",0,22,22,2,7,5,13,0,3,5,0,15,0,12,20,12,6,6,0,18,7,0,0,3,6,39,56,28,19,16,15,10,15,11,8,2,8,0,0,0,7,3,0,6,4,10,33,27,23,189,97,0,12,12,0,7,0,0,3,13,17,16,7,3,0,14,0,81,445,258,376,156,373,470,606,441,153,5,3,58,34,6,14,12,120,458,165,261,58,53,0,5,0,0,0,0,0,0,4,0,45,42,80,64,7,45,0,6,0,0,5,31,46,49,58,46,30,8,0,0,0,0,0,0,9,4,30,45,29,9,0,0,0,0,0,0,4,0,4,0,4,4,0,0,11,0,62,18,0,0,0,6,36,161,80,59,48,36,3,7
"ASV_376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,0,5,0,0,3,2,0,0,0,0,0,7,2,0,22,8,19,0,0,28,5,7,0,2,0,0,0,0,0,2,0,2,0,0,0,0,22,0,84,226,51,42,5,14,19,12,16,0,0,0,8,6,0,237,57,111,47,45,4,7,16,0,0,0,0,0,0,0,0,3,0,17,0,41,19,0,0,0,2,0,0,6,7,9,3,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV_254",0,0,0,0,9,0,0,5,0,0,15,45,47,19,33,36,45,0,0,11,0,0,7,2,3,0,2,3,8,2,0,17,18,6,0,0,0,0,0,0,2,2,0,11,3,16,15,16,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,1196,98,58,71,85,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0
"ASV_192",3,19,33,12,9,84,123,81,143,0,0,12,7,13,11,10,5,0,0,0,0,41,75,18,31,0,6,0,6,0,0,9,4,2,0,0,0,11,29,21,37,32,0,22,4,27,5,15,0,0,0,0,5,0,0,3,0,0,0,4,2,3,7,0,0,11,0,0,10,0,0,0,3,2,0,0,0,2,0,0,0,8,39,14,36,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,0,0,5,0,0,0,2,4,259,561,59,49,16,4,0,0,0,2,150,92,74,182,30,67,37,14,13,0,0,94,61,516,385,90,75,67,11,50,34,44,7,2,0,0,0,32,29,74,166,254,198,83,38,343,8,0,3
"ASV_261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,16,15,9,4,5,0,0,0,0,0,9,7,7,0,0,0,0,0,0,0,0,8,38,68,25,7,0,0,0,0,0,44,53,181,211,146,137,125,94,118,82,136,9,25,17,10,11,54,80,41,39,32,13,4,3,48,0,0,0
"ASV_395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,40,18,9,0,0,0,0,11,167,23,58,234,46,38,0,0,12,0,0,0,0,0,0,5,8,0,0,0,0,0,27,6,0,5,0,11,49,87,45,67,42,55,5,7
"ASV_608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31,24,0,0,0,0,3,0,0,58,19,26,86,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,18,34,34,30,14,44,0,0
"ASV_60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,38,8,1411,426,482,2,78,47,68,0,0,26,16,15,18,15,5,5,2,0,0,0,638,1268,350,623,43,30,116,46,312,213,401,590,324,455,102,108,71,15,0,0,21,17,6,0,0,8,0,0,6,0,0,13,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,128,6013,5029,737,437,491,285,375,216,242,9,21,12,8,6,692,1405,1967,2339,1605,626,80,29,1761,22,2,17
"ASV_167",0,19,21,13,6,0,18,198,357,0,10,74,57,179,157,183,161,0,0,23,40,0,2,0,3,0,3,60,63,23,22,162,207,108,8,8,8,8,28,12,45,10,22,211,116,234,70,51,302,576,554,111,240,35,0,7,0,16,15,27,40,32,28,4,0,92,57,168,248,65,110,54,82,172,137,201,51,0,0,24,25,21,36,39,33,45,38,64,29,25,0,0,0,0,0,4,0,0,3,14,3,7,35,29,0,22,2,0,0,0,5,6,8,29,69,24,20,0,0,3,0,0,0,8,23,0,19,24,10,12,0,0,0,0,5,0,0,0,0,0,5,4,6,0,4,3,3,0,0,0,3,3,6,5,0,0,4,9,0,0
"ASV_703",0,0,0,0,0,0,0,0,0,0,13,14,21,22,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,7,13,16,15,4,18,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,2,0,0,3,0,0,0
"ASV_75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,4,6,0,0,0,5271,1534,565,248,223,226,61,39,14,0,0,4,16039,1330,1285,408,678,64,25,0,0,0,0,0,0,4,0,6,0,27,11,13,0,0,0,0,0,0,0,0,0,0,0,901,310,3,6,0,33
"ASV_30",3,62,66,26,34,132,207,37,30,0,4,44,28,28,31,9,11,0,0,0,7,930,1384,45,104,0,4,0,0,0,0,9,0,0,55,255,450,867,2509,828,1672,1604,8,120,25,105,32,21,70,26,25,8,8,0,0,21,0,905,1173,411,597,540,421,267,116,169,268,30,32,0,10,3,0,0,0,0,0,0,0,19,14,1050,526,542,356,79,40,23,27,16,9,7,5,2,13,72,1705,2709,1759,817,166,224,303,156,0,70,6,16,90,155,511,390,334,135,86,51,45,4,0,19,88,3264,3496,239,561,116,53,47,22,28,0,0,395,427,1886,1702,1476,1101,973,863,1171,681,872,64,110,66,94,51,3053,2807,1829,2112,1153,958,251,192,1479,97,11,159
"ASV_103",0,0,12,0,7,0,0,0,7,0,0,3,0,0,9,0,5,0,0,0,0,0,4,0,0,4,0,408,339,52,55,434,481,216,6,0,9,13,14,9,24,33,3,23,30,34,9,0,49,63,66,10,23,12,0,9,0,7,0,22,23,9,19,10,0,27,5,83,81,42,78,50,76,82,65,122,61,0,0,8,10,0,3,0,8,9,3,9,6,10,0,0,0,0,0,0,0,0,6,0,0,0,12,0,4,40,0,13,0,0,5,8,19,750,457,1048,1019,258,170,25,0,0,26,13,13,0,37,59,50,30,0,0,0,0,96,162,206,86,161,86,195,119,137,12,22,7,24,10,488,663,678,525,613,444,691,504,461,327,7,108
"ASV_320",12,20,28,27,22,25,31,8,14,5,0,15,28,11,21,13,25,11,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,22,0,8,0,0,16,0,8,0,7,11,15,0,14,0,4,0,0,0,18,0,0,5,72,37,56,48,12,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,69,100,26,29,0,4,0,10,0,3,0,0,0,3,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,0,8,0,7,9,0,0,0,10,11,195,53,13,0,20,28,15,7,32,17,37,30,14,0,3,10,12,10,0,5,0,12,0,0,0,0,0,0,0,12
"ASV_465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,47,54,46,83,153,146,89,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,14,22,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0
"ASV_616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,40,12,0,14,5,0,0,0,10,0,6,0,0,9,7,14,28,7,10,0,0,9,34,7,5,0,4,0,0,0,0,0,0,0,0,10
"ASV_243",0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,7,9,13,0,0,0,4,0,0,0,0,0,0,44,29,36,79,68,3,34,12,22,0,0,34,7,35,0,7,0,0,0,0,8,0,34,23,18,97,10,0,131,7,26,20,10,6,4,0,7,6,8,3,0,0,0,0,9,161,22,58,47,14,41,0,0,0,0,0,0,0,0,0,0,0,0,264,87,127,213,45,101,8,14,9,23,0,281,73,178,117,45,40,47,15,8,0,15,23,19,9,18,15,14,6,0,0,0,76,74,12,12,4,7,5,5,7,0,4,0,0,7,10,7,40,50,62,86,29,30,26,17,36,4,0,11
