"","description","sampleID","Date","Years","Month","Day.x","month.numeric.x","week.x","Period","Mean_temp_t0_t7","Cumul_precip_t1_t7_mm","Site","Bloom","Tot.P_ug","Tot.N_mg","Dissolved.P","Dissolved.N","Microcystin","P_range","N_range","Temp.water","profondeur_secchi_cm","microcystin_ug_L","micro.sum.x","doli.sum.x","cyano.sum.x","micro.relab.sum.x","doli.relab.sum.x","cyano.relab.sum.x","micro.helli.sum.x","doli.helli.sum.x","cyano.helli.sum.x","Day.y","month.numeric.y","week.y","micro.sum.y","doli.sum.y","cyano.sum.y","micro.relab.sum.y","doli.relab.sum.y","cyano.relab.sum.y","micro.helli.sum.y","doli.helli.sum.y","cyano.helli.sum.y"
"66","14.08.2012.1","FLD0316_14_08_2012_1","2012-8-14",2012,"August",14,8,33,"Summer",21.8875,36,"Littoral","yes",100.024,994,13.976,0.304,4.44,"Mesotrophic","Mesotrophic",18,65.25,81.9,37,5632,5841,0.002795406,0.425506195,0.441296464,0.052871604,1.230443677,1.50627785,14,8,33,37,5632,5841,0.00279540646721064,0.425506195225144,0.441296464188577,0.0528716035997646,1.2304436767971,1.50627785044284
"67","14.08.2012.2","FLD0317_14_08_2012_2","2012-8-14",2012,"August",14,8,33,"Summer",21.8875,36,"Pelagic","yes",91.021,622,14.103,0.25,1.56,"Mesotrophic","Mesotrophic",9.5,176.5,0.00541,195,30861,37487,0.00162664,0.25743458,0.31270698,0.056969646,1.179111024,2.170053259,14,8,33,195,30861,37487,0.00162664019553049,0.257434579868034,0.3127069795377,0.0569696455677481,1.17911102366334,2.17005325874706
"68","15.05.2011.1","FLD0294_15_05_2011_1","2011-5-15",2011,"May",15,5,20,"Spring",13.05,44.4,"Littoral","no",64.338,655,36.815,0.575,NA,"Oligotrophic","Mesotrophic",20.5,125.25,0,0,0,1558,0,0,0.036859164,0,0,1.086800989,15,5,20,0,0,1558,0,0,0.0368591639262817,0,0,1.08680098934403
"69","15.05.2011.2","FLD0295_15_05_2011_2","2011-5-15",2011,"May",15,5,20,"Spring",13.05,44.4,"Littoral",NA,NA,NA,NA,NA,NA,"Mesotrophic","Mesotrophic",24,97.75,0.0904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","15.07.2008.1","FLD0239_15_07_2008_1","2008-7-15",2008,"July",15,7,29,"Summer",20.2125,27.4,"Littoral","no",81.93,795,NA,NA,NA,"Eutrophic","Eutrophic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","15.07.2008.2","FLD0240_15_07_2008_2","2008-7-15",2008,"July",15,7,29,"Summer",20.2125,27.4,"Pelagic","no",69.43,541,NA,NA,NA,"Eutrophic","Eutrophic",NA,NA,NA,630,2303,3149,0.038712056,0.141514072,0.193498833,0.247869729,0.665755539,1.351301818,15,7,29,630,2303,3149,0.0387120560403097,0.141514071525132,0.193498832493548,0.247869729372557,0.665755539343443,1.35130181840783
"72","15.08.2006.1a","FLD0212_15_08_2006_1a","2006-8-15",2006,"August",15,8,33,"Summer",16.6,2.8,"Pelagic","yes",NA,NA,NA,NA,0,NA,NA,NA,NA,0,4325,8311,12850,0.1635408,0.314263027,0.485895788,0.597636545,1.045749487,1.885253637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","15.08.2006.2a","FLD0205_15_08_2006_2a","2006-8-15",2006,"August",15,8,33,"Summer",16.6,2.8,"Littoral","yes",163.5069225,1455.846,32.149126,0.5180285,4.28,"Eutrophic","Mesotrophic",22.1,NA,0,10775,17882,29315,0.151895344,0.252082834,0.413254014,0.584014165,0.955093748,1.893448179,15,8,33,10775,17882,29315,0.151895343755727,0.252082834064029,0.41325401412521,0.58401416467517,0.955093748199756,1.89344817942509
"74","15.09.2016","FLD0371_15_09_2016","2016-9-15",2016,"September",15,9,37,"Fall",17.6875,36.4,"Littoral",NA,1623,14231,848.5,8739,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","15.10.2009.1","FLD0275_15_10_2009_1","2009-10-15",2009,"October",15,10,42,"Fall",5.025,14,"Littoral","no",33.98,NA,NA,NA,1e-04,"Mesotrophic","Eutrophic",NA,NA,NA,35,10,4558,0.000452483,0.000129281,0.058926194,0.021271644,0.011370172,1.230602335,15,10,42,35,10,4558,0.00045248283797236,0.000129280810849246,0.0589261935850862,0.0212716439884735,0.0113701719797568,1.23060233473636
"76","15.10.2009.p2","FLD0276_15_10_2009_p2","2009-10-15",2009,"October",15,10,42,"Fall",5.025,14,"Pelagic","no",38.86,NA,NA,NA,NA,NA,NA,15.6,242.75,NA,32,81,10581,0.000452297,0.001144876,0.14955477,0.021267271,0.04744056,2.096980657,15,10,42,32,81,10581,0.000452296819787986,0.00114487632508834,0.149554770318021,0.021267271094054,0.0474405603716229,2.0969806571568
"77","16.06.2010.1","FLD0279_16_06_2010_1","2010-6-16",2010,"June",16,6,24,"Summer",14.6625,17.2,"Littoral","no",NA,408,NA,0.471,NA,NA,NA,18.7,77.75,NA,0,0,307,0,0,0.017995311,0,0,0.277531362,16,6,24,0,0,307,0,0,0.0179953106682298,0,0,0.277531362173563
"78","16.06.2010.2","FLD0280_16_06_2010_2","2010-6-16",2010,"June",16,6,24,"Summer",14.6625,17.2,"Pelagic","no",NA,256,NA,0.362,NA,NA,NA,NA,NA,0.38,7,2,670,0.000308928,8.83e-05,0.029568825,0.017576348,0.009394953,0.450771292,16,6,24,7,2,670,0.000308928019771393,8.82651485061124e-05,0.0295688247495476,0.0175763483059307,0.00939495335305675,0.45077129244744
"79","16.07.2015.L1","FLD0341_16_07_2015_L1","2015-7-16",2015,"July",16,7,29,"Summer",19.2375,12.2,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","16.07.2015.p1","FLD0340_16_07_2015_p1","2015-7-16",2015,"July",16,7,29,"Summer",19.2375,12.2,"Pelagic",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","16.08.2013.1","FLD0327_16_08_2013_1","2013-8-16",2013,"August",16,8,33,"Summer",17.1875,32.8,"Littoral","yes",90.795,1166,21.579,0.581,NA,"Mesotrophic","Mesotrophic",24.6,142.75,0.8,489,6890,7716,0.011135147,0.156894,0.175703063,0.105523208,0.759776951,1.178636572,16,8,33,489,6890,7716,0.0111351474439258,0.156893999772287,0.175703062734829,0.105523208082041,0.759776950490443,1.17863657158515
"82","16.08.2013.2","FLD0328_16_08_2013_2","2013-8-16",2013,"August",16,8,33,"Summer",17.1875,32.8,"Pelagic","no",40.149,464,22.929,0.36,NA,"Eutrophic","Eutrophic",16.8,130.25,11.7,421,1419,3783,0.009813749,0.033077694,0.088183874,0.127768162,0.297550013,1.297517235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","16.09.2009.1","FLD0271_16_09_2009_1","2009-9-16",2009,"September",16,9,37,"Fall",14.9,5.6,"Littoral","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,4183,14776,0.000831768,0.059987667,0.211900016,0.040017211,0.367286943,2.425177334,16,9,37,58,4183,14776,0.000831767793377407,0.0599876668913396,0.211900015774906,0.0400172109256571,0.367286943307932,2.42517733442626
"84","16.09.2009.2","FLD0272_16_09_2009_2","2009-9-16",2009,"September",16,9,37,"Fall",14.9,5.6,"Pelagic","yes",NA,NA,NA,NA,NA,"Mesotrophic","Eutrophic",NA,105.25,0.0507,55,4857,8322,0.001686858,0.148964883,0.255236927,0.041071375,0.757609324,2.385059281,16,9,37,55,4857,8322,0.00168685784388897,0.148964882686704,0.25523692685171,0.0410713749938929,0.757609324420458,2.38505928062953
"85","16.09.2010.1","FLD0290_16_09_2010_1","2010-9-16",2010,"September",16,9,37,"Fall",13.725,37.4,"Littoral","no",43.482,445,2.211,0.388,NA,"Mesotrophic","Mesotrophic",16.2,162.75,0.06,10,211,675,0.000414748,0.008751192,0.027995521,0.020365374,0.144880693,0.464210033,16,9,37,10,211,675,0.000414748455062005,0.0087511924018083,0.0279955207166853,0.0203653739239427,0.144880693100313,0.464210033234386
"86","16.09.2010.2","FLD0291_16_09_2010_2","2010-9-16",2010,"September",16,9,37,"Fall",13.725,37.4,"Pelagic","no",50.83,420,26.108,0.306,NA,NA,NA,8.98,62.75,0,22,468,4410,0.000553125,0.011766481,0.110876452,0.023518613,0.234638531,1.23877655,16,9,37,22,468,4410,0.000553125157137829,0.0117664806154774,0.110876451953537,0.0235186129934958,0.234638530807002,1.23877655035434
"87","16.09.2015.1","FLD0358_16_09_2015_1","2015-9-16",2015,"September",16,9,37,"Fall",18.475,49,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","16.09.2015.2","FLD0359_16_09_2015_2","2015-9-16",2015,"September",16,9,37,"Fall",18.475,49,"Pelagic",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","16.10.2006.1b","FLD0215_16_10_2006_1b","2006-10-16",2006,"October",16,10,42,"Fall",8.9,15.6,"Pelagic",NA,NA,NA,NA,NA,NA,"Mesotrophic","Mesotrophic",13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","16.10.2006.2b","FLD0216_16_10_2006_2b","2006-10-16",2006,"October",16,10,42,"Fall",8.9,15.6,"Littoral","no",96.830787,773.2315,42.0521255,0.542282,0,"Mesotrophic","Mesotrophic",22,NA,0.0023,10,126,452,0.000193128,0.002433419,0.008729408,0.013897068,0.049329696,0.240295314,16,10,42,10,126,452,0.000193128488383321,0.00243341895362985,0.00872940767492613,0.013897067618146,0.049329696468049,0.240295313778556
"91","17.06.2009.1","FLD0257_17_06_2009_1","2009-6-17",2009,"June",17,6,24,"Summer",17.5625,17.6,"Littoral",NA,NA,NA,NA,NA,NA,"Mesotrophic","Eutrophic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","17.06.2009.2","FLD0258_17_06_2009_2","2009-6-17",2009,"June",17,6,24,"Summer",17.5625,17.6,"Pelagic",NA,NA,NA,NA,NA,NA,"Mesotrophic","Eutrophic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","17.09.2008.1d","FLD0249_17_09_2008_1d","2008-9-17",2008,"September",17,9,38,"Fall",15.425,19.2,"Littoral","no",80.4,NA,32.82,NA,0,NA,NA,NA,NA,0.3,16696,3678,24894,0.086211615,0.018991754,0.128542881,0.43700676,0.366101197,1.652681588,17,9,38,16696,3678,24894,0.0862116150219712,0.0189917537165075,0.128542881190522,0.437006759997013,0.366101196946983,1.65268158807278
"94","17.09.2008.3b","FLD0250_17_09_2008_3b","2008-9-17",2008,"September",17,9,38,"Fall",15.425,19.2,"Pelagic","no",71.16,720,30.59,0.539,0.4,NA,NA,NA,NA,NA,1568,382,4844,0.018480106,0.004502169,0.057090326,0.188426213,0.165347364,1.158436766,17,9,38,1568,382,4844,0.0184801056006034,0.00450216858382048,0.0570903262304356,0.188426212863388,0.165347364128639,1.15843676637126
"95","17.09.2012.1","FLD0318_17_09_2012_1","2012-9-17",2012,"September",17,9,38,"Fall",14.825,6,"Littoral","no",65.737,545,36.861,0.344,NA,"Mesotrophic","Mesotrophic",9.4,120.25,0.0197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","17.09.2012.2","FLD0319_17_09_2012_2","2012-9-17",2012,"September",17,9,38,"Fall",14.825,6,"Pelagic","no",74.969,635,37.416,0.363,81.9,"Mesotrophic","Eutrophic",24.1,85.25,0.01,197,2131,5187,0.00769832,0.083274717,0.202696366,0.123993108,0.629718451,1.38012743,17,9,38,197,2131,5187,0.00769831965611567,0.0832747166862055,0.202696365767878,0.123993108239124,0.629718451007779,1.38012743002045
"97","17.09.2013.1","FLD0330_17_09_2013_1","2013-9-17",2013,"September",17,9,38,"Fall",14.475,96.4,"Littoral","yes",194.865,2186,32.565,0.634,NA,"Mesotrophic","Mesotrophic",11,90.25,0.1,7356,8838,16787,0.23402157,0.281169472,0.534056565,0.741640967,1.078917092,2.139311064,17,9,38,7356,8838,16787,0.234021569687908,0.28116947157446,0.534056564756784,0.741640967024435,1.07891709205363,2.13931106449112
"98","17.09.2013.2","FLD0331_17_09_2013_2","2013-9-17",2013,"September",17,9,38,"Fall",14.475,96.4,"Pelagic","yes",153.644,1409,65.148,0.53,NA,"Mesotrophic","Mesotrophic",11.2,160.25,0.12,7903,4882,13163,0.254861492,0.157438163,0.424489664,0.767083308,0.812608084,1.834784651,17,9,38,7903,4882,13163,0.254861491824954,0.157438163113935,0.424489664291012,0.767083307825153,0.812608084037471,1.83478465070814
"99","17.10.2012.1","FLD0320_17_10_2012_1","2012-10-17",2012,"October",17,10,42,"Fall",7.8,24,"Littoral","no",54.588,830,34.225,0.763,0.00541,"Mesotrophic","Eutrophic",22.9,210.25,0.07,25,148,2854,0.000265599,0.001572344,0.030320737,0.016297196,0.04563215,0.720100499,17,10,42,25,148,2854,0.000265598606138515,0.00157234374834001,0.0303207368767729,0.0162971962661838,0.0456321495453146,0.720100498858837
"100","17.10.2012.2","FLD0321_17_10_2012_2","2012-10-17",2012,"October",17,10,42,"Fall",7.8,24,"Pelagic","no",83.618,1129,35.563,1.081,0.0197,"Mesotrophic","Mesotrophic",25.7,190.25,0.13,0,39,372,0,0.003885623,0.037062867,0,0.062334767,0.569808165,17,10,42,0,39,372,0,0.00388562319418153,0.0370628673906546,0,0.0623347671382634,0.569808165369686
"101","18.08.2008.4d","FLD0243_18_08_2008_4d","2008-8-18",2008,"August",18,8,33,"Summer",18.2125,21,"Pelagic","yes",268.72,720,22.66,0.69,NA,"Eutrophic","Mesotrophic",NA,NA,NA,7611,8702,24169,0.079392896,0.090773484,0.252114953,0.393163637,0.80407084,3.07266969,18,8,33,7611,8702,24169,0.0793928962603661,0.0907734835445679,0.252114953319773,0.393163637288078,0.804070840394512,3.07266969015267
"102","18.08.2016","FLD0368_18_08_2016","2016-8-18",2016,"August",18,8,33,"Summer",21.45,66.5,"Littoral",NA,166.3,1858,39.3,593,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","19.03.2015.L1","FLD0336_19_03_2015_L1","2015-3-19",2015,"March",19,3,12,"Spring",-4.95,15.8,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","19.03.2015.L2","FLD0337_19_03_2015_L2","2015-3-19",2015,"March",19,3,12,"Spring",-4.95,15.8,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","19.03.2015.p1","FLD0334_19_03_2015_p1","2015-3-19",2015,"March",19,3,12,"Spring",-4.95,15.8,"Pelagic",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","19.03.2015.p2","FLD0335_19_03_2015_p2","2015-3-19",2015,"March",19,3,12,"Spring",-4.95,15.8,"Pelagic",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","19.07.2011.1","FLD0301_19_07_2011_1","2011-7-19",2011,"July",19,7,29,"Summer",20.8,4,"Littoral","no",57.995,838,39.201,0.533,NA,"Eutrophic","Eutrophic",27.1,66.5,8.35,271,1091,1960,0.00801704,0.032275242,0.057983019,0.126295792,0.460722403,1.072132231,19,7,29,271,1091,1960,0.0080170399077005,0.03227524184244,0.0579830192586457,0.126295791717638,0.46072240295263,1.07213223054161
"108","19.07.2011.2","FLD0302_19_07_2011_2","2011-7-19",2011,"July",19,7,29,"Summer",20.8,4,"Pelagic","no",42.123,681,14.563,0.462,NA,"Eutrophic","Eutrophic",26.72,NA,18.5,470,6085,8757,0.007061935,0.091429516,0.131577366,0.135087993,0.71017587,1.785521961,19,7,29,470,6085,8757,0.00706193466959161,0.0914295158818403,0.131577365748114,0.135087993304304,0.710175869487398,1.78552196067481
"109","19.07.2016","FLD0362_19_07_2016","2016-7-19",2016,"July",19,7,29,"Summer",21.75,48.5,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","19.09.2007.1","FLD0227_19_09_2007_1","2007-9-19",2007,"September",19,9,38,"Fall",12.7625,18.6,"Littoral","no",76.84,522.05,25.21,0.3459,NA,"Mesotrophic","Mesotrophic",19,NA,0.000646,12,390,6510,0.000204743,0.006654155,0.111073196,0.014308851,0.114640017,1.925160035,19,9,38,12,390,6510,0.000204743217880908,0.0066541545811295,0.111073195700392,0.0143088510328715,0.114640017436367,1.92516003480541
"111","19.09.2007.2","FLD0228_19_09_2007_2","2007-9-19",2007,"September",19,9,38,"Fall",12.7625,18.6,"Pelagic","no",92.47,527.3,21.16,0.32775,NA,"Mesotrophic","Mesotrophic",19,NA,5e-04,6,949,4646,0.000176548,0.027924084,0.136707371,0.013287155,0.265164633,2.018617369,19,9,38,6,949,4646,0.000176548477269384,0.0279240841547742,0.136707370898926,0.0132871545964282,0.265164633200345,2.01861736884467
"112","19.10.2010.1","FLD0292_19_10_2010_1","2010-10-19",2010,"October",19,10,42,"Fall",6.4375,55.6,"Littoral","no",NA,1148,NA,0.976,NA,NA,NA,8.5,72.75,0.01,7,64,569,0.000133777,0.001223101,0.010874135,0.011566188,0.048381038,0.342812137,19,10,42,7,64,569,0.000133776707564117,0.0012231013263005,0.0108741352291404,0.0115661881172717,0.0483810376440754,0.342812136970499
"113","19.10.2010.2","FLD0293_19_10_2010_2","2010-10-19",2010,"October",19,10,42,"Fall",6.4375,55.6,"Pelagic","no",NA,1054,NA,0.938,NA,"Mesotrophic","Mesotrophic",9,NA,0,0,42,497,0,0.001882226,0.022273012,0,0.060912424,0.475754003,19,10,42,0,42,497,0,0.00188222640494757,0.0222730124585462,0,0.0609124239321964,0.475754002742941
"114","20.05.2009.1","FLD0255_20_05_2009_1","2009-5-20",2009,"May",20,5,20,"Spring",11.9,23.6,"Littoral","no",63.091,953,43.944,0.821,NA,NA,NA,NA,NA,NA,63,6,8150,0.000817248,7.78e-05,0.105723329,0.028587547,0.008822308,1.430031901,20,5,20,63,6,8150,0.000817247820672478,7.78331257783313e-05,0.105723329182233,0.0285875466011422,0.00882230841550732,1.43003190140319
"115","20.05.2009.2","FLD0256_20_05_2009_2","2009-5-20",2009,"May",20,5,20,"Spring",11.9,23.6,"Pelagic","no",64.177,787,59.02,0.639,NA,NA,NA,NA,NA,NA,1754,570,18386,0.015653586,0.005086969,0.164085997,0.162168262,0.130466952,2.683591643,20,5,20,1754,570,18386,0.0156535863133752,0.00508696932646741,0.16408599655514,0.162168261482786,0.130466952289957,2.68359164347007
"116","20.07.2012.1","FLD0314_20_07_2012_1","2012-7-20",2012,"July",20,7,29,"Summer",21.0625,37.4,"Littoral","no",139.226,1041,62.419,0.376,8.94,"Eutrophic","Mesotrophic",25.8,62.75,4.44,4571,10389,19736,0.037335925,0.084857346,0.161203636,0.318446808,0.671752024,1.631813877,20,7,29,4571,10389,19736,0.0373359253118134,0.0848573458902711,0.161203636393338,0.318446808072568,0.67175202438748,1.63181387656347
"117","20.07.2012.2","FLD0315_20_07_2012_2","2012-7-20",2012,"July",20,7,29,"Summer",21.0625,37.4,"Pelagic","no",85.94,452,56.307,0.285,1.67,"Mesotrophic","Mesotrophic",24.5,92.75,1.56,1009,2297,4897,0.015984412,0.036388695,0.077577467,0.193313725,0.317334883,1.001330609,20,7,29,1009,2297,4897,0.0159844116342437,0.0363886952664597,0.0775774665737279,0.193313725296674,0.317334883153735,1.00133060927665
"118","20.07.2016","FLD0363_20_07_2016","2016-7-20",2016,"July",20,7,29,"Summer",21.225,48.5,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","21.06.2011.1","FLD0297_21_06_2011_1","2011-6-21",2011,"June",21,6,25,"Summer",17.95,4.2,"Littoral","no",37.607,955,18.149,0.526,0.0904,"Oligotrophic","Mesotrophic",25.37,170.25,0.17,325,1298,8827,0.003859628,0.015414762,0.104827504,0.102649986,0.261408476,1.778071157,21,6,25,325,1298,8827,0.00385962828810641,0.0154147615937296,0.10482750430497,0.102649985764561,0.261408476234899,1.77807115731715
"120","21.06.2011.2","FLD0298_21_06_2011_2","2011-6-21",2011,"June",21,6,25,"Summer",17.95,4.2,"Pelagic","no",19.743,723,3.472,0.53,0.178,"Mesotrophic","Mesotrophic",23.1,152.75,0.374,63,499,6457,0.000992548,0.00786161,0.101728294,0.03150473,0.176692286,1.720921051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","21.10.2015.1","FLD0360_21_10_2015_1","2015-10-21",2015,"October",21,10,42,"Fall",4.8375,17.7,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","21.10.2015.2","FLD0361_21_10_2015_2","2015-10-21",2015,"October",21,10,42,"Fall",4.8375,17.7,"Littoral",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","22.05.2008.1","FLD0232_22_05_2008_1","2008-5-22",2008,"May",22,5,21,"Spring",10.4875,53.4,"Littoral","no",128.82,527,NA,NA,NA,NA,NA,NA,NA,NA,0,0,839,0,0,0.011862514,0,0,0.451784386,22,5,21,0,0,839,0,0,0.0118625136086643,0,0,0.451784386001758
"124","22.08.2006.1","FLD0206_22_08_2006_1","2006-8-22",2006,"August",22,8,34,"Summer",19.5375,20.8,"Pelagic","no",97.0761445,973.1345,34.095167,0.6318595,NA,"Eutrophic","Mesotrophic",22.9,NA,0,172,103,366,0.003388695,0.002029277,0.007210828,0.0582125,0.060987668,0.201264675,22,8,34,172,103,366,0.00338869515534803,0.00202927675000493,0.0072108280631243,0.0582124999922528,0.060987668282438,0.201264675271383
"125","22.08.2006.2","FLD0207_22_08_2006_2","2006-8-22",2006,"August",22,8,34,"Summer",19.5375,20.8,"Littoral","no",97.2530575,843.246,40.9947685,-0.0495495,NA,"Mesotrophic","Mesotrophic",20.3,NA,0,986,791,2170,0.010398431,0.008341946,0.022884985,0.164829378,0.150472515,0.576993138,22,8,34,986,791,2170,0.0103984307439202,0.00834194596190757,0.0228849844972686,0.16482937811626,0.150472514456807,0.576993138230424
"126","22.08.2007.1","FLD0223_22_08_2007_1","2007-8-22",2007,"August",22,8,34,"Summer",15.05,22.2,"Littoral","no",66.915,552.75,27.085,0.3932,NA,"Mesotrophic","Mesotrophic",20.3,NA,0.00044,20,0,2663,0.000385186,0,0.051287483,0.01962615,0,1.390491207,22,8,34,20,0,2663,0.000385185755830749,0,0.0512874833888643,0.0196261497964004,0,1.39049120675893
"127","22.08.2007.2","FLD0224_22_08_2007_2","2007-8-22",2007,"August",22,8,34,"Summer",15.05,22.2,"Pelagic","no",49.495,458.25,25.49,0.3647,NA,"Mesotrophic","Mesotrophic",20.2,NA,0.002,18,148,2897,0.000385877,0.003172766,0.062104744,0.01964375,0.095919623,1.447033671,22,8,34,18,148,2897,0.00038587690526722,0.00317276566553047,0.0621047441421742,0.0196437497761303,0.0959196232515868,1.44703367080061
"128","22.08.2009.1","FLD0267_22_08_2009_1","2009-8-22",2009,"August",22,8,34,"Summer",22.95,19.4,"Littoral","no",NA,NA,NA,NA,NA,NA,NA,25.79,107.75,NA,207,82,669,0.05221998,0.020686176,0.16876892,0.318792931,0.259158428,1.527016248,22,8,34,207,82,669,0.0522199798183653,0.020686175580222,0.168768920282543,0.318792931363236,0.259158427522255,1.52701624779099
"129","22.08.2009.p1","FLD0268_22_08_2009_p1","2009-8-22",2009,"August",22,8,34,"Summer",22.95,19.4,"Pelagic","no",NA,NA,NA,NA,NA,"Mesotrophic","Eutrophic",NA,NA,0.06,442,321,9323,0.007452243,0.00541215,0.15718838,0.118514242,0.115017955,2.115691753,22,8,34,442,321,9323,0.00745224326010352,0.00541214951695301,0.157188379895803,0.118514242020044,0.115017955168817,2.11569175346439
"130","22.08.2010.1","FLD0289_22_08_2010_1","2010-8-22",2010,"August",22,8,34,"Summer",19.37,23,"Littoral","yes",NA,748,NA,0.401,NA,"Mesotrophic","Mesotrophic",16.42,198.25,0.02,19,101,13488,0.000505346,0.002686313,0.358742486,0.022479903,0.073297302,1.01396695,22,8,34,19,101,13488,0.000505346029044098,0.00268631310176073,0.358742486302463,0.0224799027810197,0.0732973023459143,1.0139669497329
"131","22.09.2016","FLD0372_22_09_2016","2016-9-22",2016,"September",22,9,38,"Fall",17.5875,46.6,"Littoral",NA,146.7,1852,39.9,1001,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","23.08.2011.1","FLD0305_23_08_2011_1","2011-8-23",2011,"August",23,8,34,"Summer",19.1875,55.6,"Littoral","no",211.889,867,39.883,0.441,NA,"Mesotrophic","Mesotrophic",20.2,90.25,1.1,934,358,3010,0.02281276,0.008744077,0.073518636,0.210349193,0.212284865,1.279179319,23,8,34,934,358,3010,0.0228127595134581,0.00874407698695716,0.0735186361193884,0.21034919325689,0.212284864459339,1.27917931857614
"133","23.08.2011.2","FLD0306_23_08_2011_2","2011-8-23",2011,"August",23,8,34,"Summer",19.1875,55.6,"Pelagic","yes",159.915,923,45.155,0.335,NA,"Mesotrophic","Mesotrophic",NA,80.25,3.25,3659,1989,9350,0.09826512,0.053416049,0.251101085,0.439101887,0.488666871,2.052850743,23,8,34,3659,1989,9350,0.0982651197765603,0.0534160489848534,0.251101084971533,0.439101887407338,0.488666871157954,2.05285074325857
"134","23.08.2016","FLD0369_23_08_2016","2016-8-23",2016,"August",23,8,34,"Summer",19.725,60.5,"Littoral",NA,125.2,1354,52.1,622,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
